moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Class
19.75	3.094	0.401	1.725	3.469	-2.898	-0.554	0.4612	2.896	-2.923	-0.4762	0.5465	2.892	-2.656	-0.3201	0.633	3.13	0	-0.8564	-0.4289	-0.05463	3.257	-0.9315	-0.3185	0.08864	3.29	-0.5277	-0.1967	0.1129	3.494	33.88	14.63	6.437	28.52	12.26	5.379	7.948	3.795	-3.795	0.07755	0.09919	247.4	134.5	25.38	8.619	0	29.42	0	89.59	0	0	0	0	27.13	17.66	0.872	0.2318	0.07727	0.128	0.7682	0.05074	505.5	134.4	44.8	74.21	445.4	29.42	6.234	-6.234	0.1057	0.1299	0.5192	0.2096	0.08859	0.4808	0.7904	0.3922	301	121.5	51.36	278.7	458.2	227.4	16.08	80.72	47.12	30.02	47.02	4.717	144.8	52.37	212.3	4.267	44	18.62	86.58	36.88	46.22	231.2	0	92.93	41.72	20.97	117.8	0.289	6.615	3.989	10.64	608.7	127.1	1.513	8	15	0	84	1	44	31	0	33	0	0	40	0	2	9	0	94.17	8	0.1633	16	89	2	49	10	0.2041	71	1.178	61.7	31.12	22.89	26.01	21.39	21.35	10.72	14.89	8.948	8.178	6.286	2.906	0.8527	1.509	0.6429	17.58	6.031	9.76	4.347	0	0	15.02	4.16	7.637	2.798	0	0	8.215	1.855	3.863	1.37	6	6	0.7547	20	9.269	0	3.681	0	2.268	4.647	0	26.97	0	0	0	0	-0.9218	0	0	9.101	0	0	0	0	0	3.93	0	39.11	0	-1.715	2.496	0	11	1	0	2	3.681	-5.422	16.23	31	0	6	9	3	0.5	1	10	0	6	579.7	806.5	39.65	0	5.683	465.1	34.42	45.34	6905	86	242	DoesNot
9.911	1.404	0.632	0.808	1.32	-2.512	-0.5598	0.5505	2.73	-2.542	-0.5013	0.6249	2.826	-2.264	-0.3828	0.6962	2.971	0	-0.8446	-0.4202	0.04765	2.66	-1.166	-0.32	0.1172	2.76	-0.5314	-0.2137	0.1581	2.91	14.92	6.84	3.621	12.55	5.7	2.997	3.578	1.616	-1.616	0.1371	0.2199	102.3	34.76	16.92	8.619	12.95	0	0	44.12	29.66	0	0	0	13.57	5.144	0.8819	0.345	0.0698	0.1181	0.655	0.0483	236.4	92.49	18.71	31.66	175.6	12.95	2.619	-2.619	0.2173	0.2788	0.689	0.2152	0.0698	0.311	0.7848	0.2412	184.7	57.68	18.71	83.37	210.4	64.66	7.625	23.86	22	18.01	24.55	0	147.3	23.7	35.38	2.62	40.01	5.259	30.33	18.44	3.186	35.38	4.411	52.93	94.34	10.49	47.56	0.4999	5.459	3.13	8.352	275.3	58.67	1.431	3	6	0	41	1	20	15	0	16	0	0	21	0	1	3	0	45.67	4	0.1818	6	43	1	22	4	0.1818	36	1.57	28.41	13.95	10.83	11.85	10.13	9.758	6.341	7.373	5.513	4.613	3.741	1.159	0.3333	0.5484	0.2406	7.218	3.346	4.232	2.466	0	0	4.922	1.582	2.2	0.8752	0	0	2.625	0.7817	1.142	0.4786	1	1	0.7168	10	6.024	0	0	0	0	2.742	0	11.35	0	0	0	0	0.1288	0	0	1.664	0	0	0	0	0	6.012	2.878	11.48	0	0.5572	0	0	4	1	1	0	2.122	-2.554	7.754	16	1	3	5	0	0.5	1	5	0	3	268.1	384.2	18.57	0	5.683	212.2	12.95	24.26	828	26	104	Crosses
10.66	1.467	0.338	1.882	1.721	-2.772	-0.5469	0.522	2.682	-2.746	-0.5109	0.5903	2.752	-2.5	-0.3637	0.7077	2.95	0	-0.8518	-0.4057	0.07206	2.627	-1.163	-0.3462	0.05059	2.711	-0.5242	-0.2149	0.162	2.877	18.34	10.71	7.422	15.69	9.095	6.264	6.488	2.003	-2.003	0.123	0.1925	94.63	57.53	14.95	8.619	23.27	0	0	79.21	33.21	0	0	0	13.57	10.41	0.8591	0.4067	0.07148	0.1409	0.5933	0.06939	288.2	136.4	23.98	47.25	199	23.27	3.896	-3.896	0.146	0.2079	0.5869	0.2242	0.07148	0.4131	0.7758	0.3416	196.9	75.2	23.98	138.5	260.2	114.6	8.598	23.86	39.51	18.01	8.429	0	164.5	102.4	0	1.816	54.4	8.383	23.86	97.17	3.186	0	0	70.57	75.47	23.68	61.8	0.4531	5.524	3.675	8.57	306.4	69.63	1.451	4	6	0	48	2	22	16	0	17	0	0	26	0	2	3	0	51.86	8	0.3478	6	49	1	23	9	0.3913	42	1.552	33.94	15.62	11.63	13.09	10.88	10.78	6.449	8.094	5.528	3.736	2.826	0.901	0.2041	0.4162	0.1179	6.789	2.021	3.809	1.271	0	0	5.08	1.199	2.655	0.6073	0	0	1.686	0.2622	0.6871	0.127	0	0	0.6992	15	8.234	0	0	0	0	2.163	0	10.87	0	0	0	0	-0.344	0	0	0	0	0	0	0	8.587	8.667	2.609	5.719	0	0	2.493	0	5	2	1	0	1.797	-2.233	8.754	12	1	2	10	0	0.4667	0.875	8	0	2	335.4	438.2	16.07	0	5.683	262.4	12.95	35.32	1338	26	102	DoesNot
6.743	1.439	0.552	1.488	1.507	-2.501	-0.5674	0.5609	2.498	-2.65	-0.4612	0.6277	2.534	-2.233	-0.3687	0.7377	2.79	0	-0.8393	-0.4022	0.03489	2.348	-1.363	-0.2635	0.1077	2.409	-0.5079	-0.1905	0.179	2.641	9.551	4.022	1.92	7.252	2.977	1.39	1.661	1.113	-1.113	0.1953	0.3234	19.27	49.68	17.24	0	10.32	0	0	60.87	0	0	0	0	5.683	14.42	0.8286	0.4562	0.1133	0.1714	0.5438	0.05817	147.1	80.97	20.1	30.43	96.51	10.32	2.925	-2.925	0.1539	0.3385	0.5326	0.3329	0.1257	0.4674	0.6671	0.3417	94.52	59.07	22.31	82.96	118.4	60.65	5.285	0	16.79	25.39	11.61	32.9	71.8	39.64	0	1.098	32.9	2.757	0	62.26	0	28.4	0	52.93	18.87	0	58.61	0.6477	4.807	2.566	7.094	176.2	37.86	1.514	3	0	0	25	2	13	9	0	10	0	0	12	0	2	1	0	28.6	2	0.1429	0	26	4	14	2	0.1429	22	1.966	13.78	9.259	6.552	7.325	5.853	6.309	4.116	4.367	3.195	3.05	2.056	0.7581	0.3027	0.3363	0.1972	4.484	2.255	2.247	1.329	0	0	3.41	1.434	1.441	0.6915	0	0	1.734	0.6992	0.7238	0.4029	0	0	0.7183	7	0	0	0	0	0	0	0	0	0	0	5.263	4.337	3.561	0	0	0	0	0	0	5.479	9.296	2.232	0	0	0	0	0	0	3	2	1	0	0.033	-1.098	5.053	10	1	2	2	0	0.4286	0.75	4	0	2	177.5	245.3	5.683	0	0	116.7	6.7	36.99	238	17	66	DoesNot
7.353	1.328	0.768	0.691	0.943	-2.641	-0.5568	0.6351	2.564	-2.747	-0.5222	0.5816	2.557	-2.37	-0.4494	0.7334	2.835	0	-0.8453	-0.3901	0.07521	2.477	-1.153	-0.3507	0.09362	2.542	-0.5206	-0.2011	0.1759	2.754	16.06	6.963	6.667	15.29	6.611	6.315	5.615	1.704	-1.704	0.1234	0.2264	64.83	34.85	21.42	20.72	10.32	0	0	46.4	49.02	0	2.53	32.02	0	7.904	0.8268	0.4754	0.1376	0.1732	0.5246	0.0356	239.8	137.9	39.92	50.25	152.1	10.32	4.38	-4.38	0.3043	0.2055	0.6505	0.323	0.1464	0.3495	0.677	0.2031	188.7	93.68	42.45	101.4	196.3	58.91	7.312	48.17	25.39	18.01	13.64	19.16	70.57	18.44	105	1.185	43.4	64.58	10.62	18.44	3.186	31.69	0	70.57	6.469	69.41	78.43	0.5033	5.17	3.291	7.996	272.4	63.21	1.663	4	6	0	38	3	18	12	0	12	0	0	20	0	2	3	1	41.96	6	0.3333	6	38	0	18	6	0.3333	32	2.267	29.66	13.76	8.845	11.66	8.171	8.277	4.529	7.661	3.673	3.017	2.115	2.575	0.1667	0.9626	0.09623	4.797	1.816	2.47	0.9797	0.3536	0	3.659	1.188	1.594	0.5359	0.05103	0	2.312	0.3536	0.8751	0.1792	1	1	0.7668	11	6.685	0	0	0	0	1.243	0	22.05	0	-3.257	0	0	0	0	0	5.111	0	0	0	0	9.892	0.4688	5.508	0	0	-0.2866	0	0	5	3	1	0	1.012	-1.415	7.208	6	1	1	5	0	0.4545	0.8333	6	0	1	290	355.2	32.02	0	8.075	197.8	10.11	59.34	706	21	86	DoesNot
5.753	0.556	0.471	1.574	0.892	-2.674	-0.4033	0.4727	2.587	-2.789	-0.3697	0.5171	2.598	-2.404	-0.2997	0.5426	2.851	0	-0.8535	-0.3055	0.06571	2.33	-1.363	-0.2347	0.1436	2.32	-0.5254	-0.1758	0.1078	2.556	10	9	9.143	10	9	9.143	9	1.102	-1.102	0.1106	0.2993	59.72	0	43.1	0	0	0	0	78.87	0	0	0	0	0	13.44	0.9311	0.4731	0.06888	0.06888	0.5269	0	181.7	92.31	13.44	13.44	102.8	0	2.88	-2.88	0.125	0.3438	0.4398	0.06888	0.06888	0.5602	0.9311	0.4913	85.82	13.44	13.44	109.3	181.7	95.86	4.483	0	0	18.01	0	65.79	56.61	73.76	0	-0.3363	83.81	0	0	73.76	0	0	0	0	56.61	0	64.07	0.6801	4.17	2.957	6.228	145.2	35.76	1.233	3	0	0	29	3	10	7	0	7	0	0	19	0	3	0	0	28.29	7	0.7778	0	28	0	9	7	0.7778	28	2.648	20.11	7.657	4.95	6.604	4.95	4.914	2.5	4.024	2.5	1.061	1.061	0	0	0	0	1.957	0.25	1.365	0.25	0	0	1.207	0	0.7464	0	0	0	0	0	0	0	0	0	0.6301	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.63	0	7.083	3.286	0	0	0	0	0	3	3	1	0	-0.607	0.6545	4.344	0	1	0	7	0	0.4444	0.8	5	0	0	195.1	230.5	0	0	0	128.6	0	41.17	165	7	34	DoesNot
7.818	0.694	0.558	2.115	1.157	-2.696	-0.6122	0.6455	2.607	-2.804	-0.6036	0.6665	2.612	-2.424	-0.4927	0.7553	2.873	0	-0.8559	-0.3844	0.1177	2.476	-1.363	-0.3308	0.1879	2.463	-0.5262	-0.2236	0.1872	2.702	14	13	13.09	14	13	13.09	13	1.452	-1.452	0.08398	0.2272	85.31	0	51.71	0	0	0	0	114	0	0	0	0	0	13.58	0.9487	0.4821	0.05132	0.05132	0.5179	0	251	127.5	13.58	13.58	137	0	3.78	-3.78	0.09524	0.2619	0.454	0.05132	0.05132	0.546	0.9487	0.4947	120.1	13.58	13.58	144.4	251	130.9	6.232	0	0	36.02	0	65.79	75.47	110.6	0	-0.3566	101.8	0	0	110.6	0	0	0	0	75.47	0	76.1	0.5647	4.7	3.47	7.214	202.3	49.45	1.236	4	0	0	40	4	14	10	0	10	0	0	26	0	4	0	0	39.34	11	0.8462	0	39	0	13	11	0.8462	39	2.785	28.42	10.49	7.071	9.226	7.071	6.914	3.5	5.731	3.5	1.414	1.414	0	0	0	0	2.957	0.25	2.072	0.25	0	0	1.914	0	1.204	0	0	0	0	0	0	0	0	0	0.6321	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75	0	10.52	6.721	0	0	0	0	0	4	4	1	0	-0.556	0.6858	6.034	0	1	0	11	1	0.4615	0.8571	7	0	0	264.6	320.1	0	0	0	185	0	46.85	455	11	50	DoesNot
12.24	1.778	2.078	3.525	2.787	-2.718	-0.7331	0.7569	2.843	-2.917	-0.8743	0.5628	2.629	-2.523	-0.6034	0.8403	3.017	0	-0.7917	-0.4514	0.1973	2.844	-0.9636	-0.5969	-0.004386	2.688	-0.5312	-0.2874	0.2386	3.02	19.33	7.486	3.383	19.33	7.486	3.383	6.29	4.091	-4.091	0.05505	0.09592	0	89.62	49.29	11.15	83.7	0	0	0	0	0	0	0	0	69.65	0.4946	0.2296	0.2296	0.5054	0.7704	0.2759	150.1	69.65	69.65	153.4	233.8	83.7	7.12	-7.12	0.07865	0.09551	0.1968	0.2296	0.2296	0.8032	0.7704	0.5736	59.72	69.65	69.65	243.7	233.8	174	6.864	33	203.1	0	53.81	0	0	62.78	0	-5.396	203.1	0	86.81	62.78	0	0	0	0	0	0	189.5	0.4389	5.585	3.097	8.786	342.3	67.95	1.51	11	0	0	45	8	23	10	0	12	0	0	22	0	0	11	0	44.61	5	0.2083	0	46	0	24	5	0.2083	46	2.177	29.8	17.36	7.24	12.04	7.24	10.81	3.459	7.049	3.459	1.612	1.612	2.046	0	0.9405	0	9.34	0.7085	4.07	0.7085	0.1021	0	6.469	0.2788	2.474	0.2788	0.03402	0	6.103	0	1.931	0	9	9	0.9022	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.67	-2.322	0	15.45	0	-12.65	0	-2.222	11	8	0	2	-4.366	1.367	6.915	11	0	2	8	3	0.5	1	5	0	2	303.4	379.4	7.511	0	0	125.4	15.82	116	1110	43	120	DoesNot
14.3	3.331	0.03	1.315	3.111	-2.818	-0.6039	0.6419	2.735	-2.825	-0.4758	0.7373	2.779	-2.546	-0.4125	0.8045	3.003	0	-0.8875	-0.4279	0.03386	2.866	-0.9536	-0.3151	0.1502	2.964	-0.5237	-0.1779	0.1841	3.143	20.28	8.394	4.452	19.01	7.849	4.155	5.527	2.111	-2.111	0.1209	0.2239	118.6	42.11	12.8	20.72	0	4.185	0	99.3	52.97	6.513	0	0	0	32.02	0.907	0.4902	0.08226	0.09301	0.5098	0.01075	353	190.8	32.02	36.2	198.4	4.185	3.941	-3.941	0.3054	0.2055	0.7147	0.3642	0.133	0.2853	0.6358	0.1523	278.2	141.7	51.78	111.1	247.5	59.28	11.2	48.17	3.124	7.777	3.982	5.513	199	36.88	103.7	4.567	3.124	51.3	10.86	36.88	0	69.24	0	123.5	75.47	37.73	40.62	0.4102	5.907	3.296	9.248	402.6	83.13	1.568	3	12	0	53	0	27	22	0	21	0	0	26	0	2	2	2	63.9	4	0.1333	12	56	0	30	4	0.1333	44	1.483	41.14	19.02	14.66	17.52	13.36	12.93	7.933	12.23	6.382	4.902	3.513	2.654	0	1.379	0	10.11	3.027	7.041	1.918	0.2887	0	8.327	1.835	5.304	1.006	0.05103	0	5.075	0	2.861	0	1	1	0.755	11	13.93	0	0	0	0	4.937	0	24.17	0	-3.225	0	0	0	0	0	3.5	0	0	0	0	0	6.987	0	0	1.721	0.5991	4.792	0	4	0	1	0	4.179	-4.735	11.29	22	1	4	6	1	0.4545	0.8333	6	0	4	389.2	533.2	32.02	0	0	332.2	6.513	32.02	1766	46	148	Crosses
9.181	1.764	0.498	1.44	2.073	-2.542	-0.2285	0.2166	2.457	-2.613	-0.1193	0.4707	2.584	-2.258	-0.03844	0.5549	2.754	0	-0.8463	-0.3269	-0.0761	2.416	-1.12	-0.1829	0.04012	2.544	-0.5147	-0.1059	0.205	2.697	13.07	6.554	3.5	12.21	6.093	3.24	4.96	1.196	-1.196	0.1818	0.2991	106.8	19.42	8.619	0	10.32	0	0	54.87	18.75	0	19.76	0	5.683	7.904	0.9052	0.4242	0.05389	0.09483	0.5758	0.04095	228.2	107	13.59	23.91	145.2	10.32	2.8	-2.8	0.1607	0.3215	0.5634	0.1498	0.1323	0.4366	0.8502	0.3043	142.1	37.76	33.35	110.1	214.4	76.73	6.565	0	42.17	18.01	14.37	0	52.89	18.44	130.6	2.601	43.4	16.79	0	18.44	9.128	31.69	0	17.21	0	139.8	45.15	0.5665	4.907	2.763	7.526	226.3	51.35	1.556	3	6	0	33	2	15	12	0	11	0	0	18	0	2	1	1	37.26	5	0.3333	6	33	0	15	5	0.3333	27	2.548	23.94	11.26	8.138	10.32	7.699	7.202	3.509	6.456	2.953	1.95	1.379	0.7309	0.3027	0.3582	0.1905	4.722	1.045	2.882	0.6635	0	0	3.473	0.4043	1.971	0.2312	0	0	2.067	0.4851	0.8541	0.2809	0	0	0.7218	8	1.859	4.175	0	0	0	3.139	0	0	0	0	0	0	0	0	0	5.931	0	0	0	0	9.92	2.503	3.234	0	1.738	0	0	0	3	2	1	0	1.466	-1.111	6.547	6	1	1	5	0	0.5	1	4	0	1	252.1	313.6	5.683	0	0	208.2	0	24.93	372	21	68	Crosses
10.53	1.218	0.375	0.855	1.282	-2.945	-0.503	0.4301	2.955	-2.863	-0.4352	0.4957	3.033	-2.688	-0.3299	0.6183	3.209	0	-0.804	-0.3771	0.01012	3.26	-0.8837	-0.2987	-0.00701	3.347	-0.5393	-0.2243	0.1288	3.487	14.58	4.747	1.926	13.41	4.346	1.758	2.775	1.258	-1.258	0.1667	0.3109	115.3	13.44	0	8.459	10.32	0	0	73.16	39.7	0	0	0	13.57	7.768	0.8876	0.4763	0.07572	0.1124	0.5237	0.03664	250.1	134.2	21.33	31.66	147.6	10.32	1.662	-1.662	0.2976	0.4091	0.8324	0.1271	0.08356	0.1676	0.8729	0.08407	234.5	35.8	23.54	47.23	246	23.69	8.272	23.86	25.39	13.23	9.654	0	168.6	5.688	66.65	3.879	25.39	5.688	30.33	0	13.23	3.186	0	17.64	150.9	66.65	37.3	0.4964	5.585	2.943	8.509	288.4	57.8	1.18	2	0	0	49	1	21	18	0	19	0	0	28	0	0	2	0	53.71	0	0	0	52	2	24	0	0	50	1.625	31.57	14.83	12.83	13.4	12.54	9.949	8.794	8.87	8.407	8.546	8.033	2.394	1.902	1.969	1.794	9.402	7.93	7.912	7.327	0.2357	0.2357	7.402	6.448	6.198	5.841	0.2199	0.2199	6.454	4.984	5.181	4.589	6	6	0.6766	10	0	0	0	0	0	0	0	11.79	0	0	1.983	0	1.792	0	0	4.764	0	0	0	0	10.45	8.805	0	0	0	2.147	0	0.4394	2	1	1	0	3.102	-4.464	8.313	20	1	4	0	0	0.5	1	5	1	4	281.8	426.3	13.57	0	0	218.4	8.459	27.13	802	44	126	Crosses
15.56	3.661	0.03	1.483	3.3	-2.818	-0.5714	0.6074	2.735	-2.825	-0.4422	0.7597	2.779	-2.546	-0.3816	0.8301	3.003	0	-0.8578	-0.3965	0.005751	2.829	-0.9536	-0.2322	0.1591	2.947	-0.5237	-0.1705	0.2049	3.113	18.37	8.347	3.984	17.13	7.76	3.695	5.317	1.269	-1.269	0.05079	0.2382	123.3	29.86	0	0	0	0	0	144.5	52.97	19.76	0	0	0	0	1	0.5865	0	0	0.4135	0	370.5	217.3	0	0	153.2	0	2.964	-2.964	0.1245	0.2733	0.6949	0.3382	0.1067	0.3051	0.6618	0.1984	257.4	125.3	39.52	113	245.2	73.49	11.07	0	3.124	7.777	3.982	5.513	199	36.88	129	5.886	3.124	3.124	3.982	36.88	0	69.24	0	123.5	75.47	69.95	6.48	0.4351	5.807	3.235	9.021	370.6	70.84	1.389	1	12	0	51	0	25	23	0	21	0	0	26	0	2	0	2	62.3	4	0.1429	12	54	0	28	4	0.1429	42	1.458	36.94	17.23	14.66	16.71	13.36	12.26	7.933	11.23	6.382	4.902	3.513	1.348	0	1.078	0	9.567	3.027	7.296	1.918	0	0	8.002	1.835	5.474	1.006	0	0	3.698	0	2.642	0	1	1	0.7175	11	15.77	0	0	0	0	6.863	0	0	0	0	0	0	0	0	0	4.455	0	0	0	0	0	7.67	0	0	3.733	0.7247	5.122	0	2	0	1	1	5.573	-5.615	11.02	22	1	4	6	1	0.4545	0.8333	6	0	4	370.5	516.5	0	0	0	352	0	0	1444	42	134	Crosses
12.97	3.29	1.089	2.405	3.497	-2.404	-0.6505	0.667	2.344	-2.512	-0.5431	0.7658	2.443	-2.042	-0.4394	0.8604	2.702	0	-0.803	-0.454	0.07654	2.417	-1.34	-0.295	0.2027	2.517	-0.4423	-0.2118	0.2509	2.74	13.96	5.78	2.88	8.569	3.441	1.673	1.552	2.032	-2.032	0.09927	0.1434	0	45.92	91.33	0	15.68	0	0	2.209	61.27	0	0	11.5	20.09	0	0.8094	0.3834	0.1274	0.1906	0.6166	0.06323	200.7	95.08	31.59	47.27	152.9	15.68	5.89	-5.89	0.1222	0.1528	0.4411	0.3745	0.1274	0.5589	0.6255	0.4315	109.4	92.87	31.59	138.6	155.1	107	7.565	0	33.57	0	5.513	80.99	154	0	0	0.7634	98.69	69.59	0	0	3.186	2.328	0	90.97	0	9.312	127.9	0.5188	5.392	2.991	8.207	255.3	49.22	1.538	2	12	0	32	5	19	8	0	12	0	0	13	0	7	0	0	37.49	1	0.04762	12	34	1	21	1	0.04762	21	1.688	16.19	13.41	7.577	10.01	6.387	9.148	4.15	5.671	2.911	2.783	1.616	1.366	0.1667	0.4587	0.08333	7.021	1.922	2.789	0.9181	0	0	6.176	1.327	1.925	0.5215	0	0	3.074	0.3319	0.8794	0.1379	0	0	0.7705	10	9.667	7.971	0	0	0	2.358	0	0	0	0	0	0	1.185	0	0	0	0	0	0	17.37	0	0	6.119	0	0	0	0	0	7	5	1	0	0.618	-2.848	6.877	17	1	3	1	0	0.5	1	5	0	3	248	331.3	11.37	0	64.59	94.65	49.25	75.96	670	31	102	DoesNot
