moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dCH2	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Activity
4.869	0.812	0.03	0.414	1.194	-2.118	-0.6372	0.6343	2.179	-2.041	-0.4111	0.8655	2.296	-1.82	-0.4096	0.869	2.48	-0.7196	-0.4057	0.0476	1.938	-0.7736	-0.2096	0.2922	2.073	-0.3995	-0.175	0.2806	2.234	8.1	3.408	1.75	6.445	2.635	1.321	1.698	0.7089	-0.7089	0.2178	0.4169	0	19.52	13.29	18.5	0	0	0	24.51	41.84	0	0	11.91	13.57	0	0.822	0.6415	0.178	0.178	0.3585	0	117.7	91.82	25.48	25.48	51.32	0	1.387	-1.387	0.3056	0.411	0.7759	0.6415	0.09478	0.2241	0.3585	0.1293	111.1	91.82	13.57	32.07	51.32	18.5	3.68	23.86	14.96	9.121	6.686	0	52.93	0	59.29	2.292	0	0	29.27	0	27.05	0	3.501	52.93	0	54.11	17.07	0.7219	4.322	2.082	6.348	158.6	25.65	1.832	1	6	14	0	10	8	0	7	1	1	4	0	1	18.53	1	0.1	6	14	1	10	1	0.1	7	0	2.509	6.954	7.56	4.56	5.73	3.809	4.753	2.891	3.024	2.033	2.066	1.228	0.6075	0.1361	0.2904	0.07217	3.252	1.347	1.447	0.6701	0	0	2.556	0.8779	0.8309	0.3656	0	0	1.54	0.1925	0.583	0.08333	0	0	0.9135	5	4.106	0	-0.4329	-0.07948	0	10.12	0.4005	0	0	0	0	5.458	12.54	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.574	-2.42	3.856	6	1	1	1	0	0.4	0.6667	3	1	1	143.1	173.6	13.57	0	104.7	22.06	13.57	112	13	46	4.23
4.244	0.799	0.03	0.122	0.686	-2.265	-0.5682	0.6161	2.225	-2.102	-0.419	0.7646	2.402	-1.975	-0.3921	0.7968	2.534	-0.7501	-0.3598	0.0562	1.96	-0.6009	-0.2162	0.2013	2.154	-0.4788	-0.1658	0.2223	2.271	6.125	2.52	1.488	5.345	2.151	1.245	1.437	0.3761	-0.3761	0.1681	0.2214	17.32	17.06	0	0	0	0	0	33.21	66.35	0	0	0	0	0	1	0.7433	0	0	0.2567	0	133.9	99.56	0	0	34.38	0	0.9205	-0.9205	0.1923	0.1923	1	0.6034	0	0	0.3966	0	133.9	80.81	0	0	53.13	0	3.619	0	0	0	6.686	0	70.57	0	72.47	2.648	0	0	0	0	3.186	0	3.501	70.57	0	72.47	0	0.8113	4	1.835	5.673	126.6	19.3	1.287	0	6	15	0	8	8	0	7	1	0	7	0	0	19.17	0	0	6	15	0	8	0	0	9	0	2.357	8.072	5.983	4.983	5.443	4.309	3.805	3.227	2.894	2.327	2.497	1.546	0.4714	0.2357	0.308	0.1443	2.54	1.683	1.501	0.8646	0	0	1.502	1.131	0.6867	0.4831	0	0	1.138	0.3333	0.683	0.1667	0	0	0.7479	4	7.774	0	0.8403	1.133	0	0	0	0	0	0	1.988	5.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.794	-2.28	3.675	6	1	1	0	0	0.25	0.3333	3	0	1	133.9	169.3	0	0	129	0	0	60	8	36	4.23
5.463	0.951	0.03	0.242	1.161	-2.257	-0.5369	0.5751	2.241	-2.116	-0.353	0.7374	2.391	-1.976	-0.3013	0.7766	2.541	-0.7458	-0.3607	0.05154	2.012	-0.6069	-0.2212	0.1873	2.175	-0.4788	-0.15	0.2783	2.316	8.1	3.408	1.75	6.177	2.511	1.253	1.551	0.5028	-0.5028	0.2006	0.3795	12.8	19.52	20.3	0	0	0	0	33.21	54.09	0	17.74	0	0	0	1	0.6663	0	0	0.3337	0	157.7	105	0	0	52.62	0	1.328	-1.328	0.3646	0.4196	0.7587	0.5473	0.1125	0.2413	0.4527	0.1288	119.6	86.3	17.74	38.04	71.37	20.3	4.09	0	31.06	0	26.47	0	52.93	0	72.47	2.52	0	0	0	47.66	6.371	0	3.501	52.93	0	72.47	23.79	0.7219	4.322	2.082	6.348	151.6	24.49	1.531	1	6	16	0	10	8	0	8	1	0	6	1	0	21.36	0	0	6	16	0	10	1	0.1	9	1	2.511	7.639	7.56	5.56	6.313	4.732	4.753	3.469	3.285	2.494	2.808	1.728	0.6075	0.3718	0.3705	0.2068	3.252	2.064	1.649	1.064	0	0	2.556	1.218	1.038	0.5211	0	0	1.54	0.7979	0.7193	0.3623	0	0	0.7787	5	5.413	0	0.5301	1.499	0	0	0	0	0	0	1.866	5.707	0	0	0	0	0	0	0	0	0	0	8.565	2.032	1	0	0	2.452	-2.944	4.291	6	1	1	1	0	0.4	0.6667	3	0	1	157.7	194.7	17.74	0	115.4	20.3	17.74	112	13	46	4
5.384	0.179	0.03	0.419	0.598	-2.695	0.02298	0.03414	2.636	-2.535	0.123	0.123	2.799	-2.445	0.1057	0.1057	2.889	-0.8022	-0.137	-0.1259	2.423	-0.8108	-0.037	-0.037	2.556	-0.5319	-0.0543	-0.0543	2.639	11	8.1	10	10.07	7.342	8.986	6.72	0.6834	-0.6834	0.1907	0.4356	94.01	0	8.459	0	0	0	0	27.45	62.25	0	0	0	13.57	0	0.9341	0.502	0.06594	0.06594	0.498	0	192.2	103.3	13.57	13.57	102.5	0	0.57	-0.57	0.786	1	0.8929	0.06594	0.06594	0.1071	0.9341	0.04111	183.7	13.57	13.57	22.03	192.2	8.459	4.867	23.86	0	0	0	0	132.1	5.688	66.65	3.326	0	5.688	23.86	0	0	0	0	0	132.1	66.65	17.07	0.6468	4.322	3.018	6.516	156.3	33.92	1.094	1	0	31	0	11	9	0	10	0	0	20	0	1	31.74	7	0.7	0	30	1	10	7	0.7	29	0	2.803	22.82	8.527	7.527	7.858	7.45	5.27	4.693	4.765	4.561	2.965	2.871	0.4082	0	0.1443	0	2.135	1.846	1.882	1.78	0	0	1.333	1.129	1.154	1.082	0	0	0.2887	0	0.1021	0	0	0	0.6025	9	0	0	0	0	0	10.53	0	0	0.3338	0	3.89	0	0	0	0	8.41	0	0	0	0	0	0	0	0	1	0	0	3.224	-3.23	4.97	0	1	0	7	0	0.4444	0.8	5	1	0	205.7	259.4	13.57	0	169.5	8.459	13.57	212	8	40	4.5
4.864	1.069	0.03	0.729	1.044	-2.452	-0.5262	0.5718	2.343	-2.538	-0.4393	0.6605	2.338	-2.14	-0.3782	0.7179	2.654	-0.8268	-0.3451	0.01688	2.058	-0.9809	-0.2533	0.1236	2.139	-0.4799	-0.1817	0.1549	2.348	7.111	3.24	2	4.859	2.093	1.222	1.13	0.648	-0.648	0.1678	0.4088	42.34	17.06	11.19	0	0	0	0	70.99	12.25	0	0	5.683	0	0	0.9644	0.5575	0.03562	0.03562	0.4425	0	153.8	88.92	5.683	5.683	70.59	0	1.908	-1.908	0.2149	0.4393	0.6029	0.2661	0.03562	0.3971	0.7339	0.3615	96.16	42.45	5.683	63.35	117.1	57.67	3.856	0	16.79	3.124	0	2.328	70.14	0	65.79	1.148	3.124	16.79	0	0	0	65.79	0	70.14	0	2.328	16.13	0.7642	4.17	2.15	6.005	122.2	25.84	1.36	1	6	19	0	9	6	0	7	0	0	10	2	0	21.19	1	0.1111	6	19	0	9	1	0.1111	13	0	2.277	14.23	6.69	5.406	5.704	4.809	4.305	1.908	2.889	1.289	0.9958	0.5516	0.5	0	0.2813	0	2.593	0.4541	1.107	0.2073	0	0	1.801	0.1443	0.6183	0.05556	0	0	1.04	0	0.4112	0	0	0	0.6549	5	7.644	4.104	0	0.9977	0	0	0	0	0	0	3.949	0	0	0	0	0	0	0	0	1.972	0	0	0	0	2	0	0	0.994	-0.3654	3.792	6	1	1	1	0	0.4	0.6667	3	0	1	159.5	186.6	5.683	0	135.5	11.19	5.683	88	9	40	2.98
4.41	0.32	0.286	1.081	0.552	-2.743	-0.02597	0.05295	2.645	-2.799	0.03806	0.123	2.631	-2.467	0.1057	0.1206	2.914	-0.8531	-0.2104	-0.107	2.475	-0.9601	-0.1648	-0.037	2.484	-0.5247	-0.06746	-0.0543	2.699	10	4.76	3.702	10	4.76	3.702	4.76	0.888	-0.888	0.2359	0.4434	87.73	23.48	0	0	10.32	0	0	74.99	0	0	0	0	0	7.768	0.9114	0.4051	0.03802	0.08856	0.5949	0.05054	186.2	82.76	7.768	18.09	121.5	10.32	1.49	-1.49	0.2685	0.5436	0.7429	0.03802	0.03802	0.2571	0.962	0.2191	151.8	7.768	7.768	52.53	196.5	44.76	4.406	0	28.51	0	7.964	0	0	39.37	133.3	1.098	25.39	3.124	7.964	39.37	0	0	0	0	0	133.3	23.47	0.6801	4.17	2.251	6.335	145.2	36.17	1.247	2	0	29	1	10	8	0	8	0	0	19	1	1	28.65	4	0.4444	0	28	0	9	4	0.4444	28	0	3.728	22.75	8.146	6.569	7.463	6.569	4.591	2.809	3.958	2.809	1.155	1.155	0.8027	0	0.6218	0	2.335	0	1.685	0	0	0	1.77	0	1.228	0	0	0	1.497	0	1.159	0	0	0	0.6161	5	0	0	0	0	0	0	0	0	0	0	8.594	0	0	0	8.693	1.047	0	0	1.069	2.264	0	0	0	0	2	1	0	1.079	-0.5947	4.37	0	1	0	4	0	0.4	0.6667	3	0	0	204.3	235.8	0	0	173.4	0	13.57	124	11	40	2.86
6.382	0.179	0.03	0.419	0.598	-2.717	0.02298	0.03414	2.653	-2.551	0.123	0.123	2.821	-2.465	0.1057	0.1057	2.907	-0.8027	-0.137	-0.1259	2.515	-0.8108	-0.037	-0.037	2.655	-0.5336	-0.0543	-0.0543	2.731	13	10.08	12	12.07	9.302	11.01	8.639	0.7895	-0.7895	0.1651	0.3771	111.1	0	8.459	0	0	0	0	27.45	79.66	0	0	0	13.57	0	0.9435	0.5024	0.05648	0.05648	0.4976	0	226.6	120.7	13.57	13.57	119.5	0	0.57	-0.57	0.786	1	0.9083	0.05648	0.05648	0.0917	0.9435	0.03521	218.2	13.57	13.57	22.03	226.6	8.459	5.791	23.86	0	0	0	0	169.8	5.688	66.65	4.106	0	5.688	23.86	0	0	0	0	0	169.8	66.65	17.07	0.5895	4.585	3.294	7.002	184.3	39.69	1.073	1	0	37	0	13	11	0	12	0	0	24	0	1	37.93	9	0.75	0	36	1	12	9	0.75	35	0	2.839	27.19	9.941	8.941	9.272	8.864	6.27	5.693	5.765	5.561	3.672	3.578	0.4082	0	0.1443	0	2.635	2.346	2.382	2.28	0	0	1.686	1.482	1.508	1.436	0	0	0.2887	0	0.1021	0	0	0	0.598	11	0	0	0	0	0	10.62	0	0	0.3389	0	3.925	0	0	0	0	11.29	0	0	0	0	0	0	0	0	1	0	0	4.108	-4.26	5.892	0	1	0	9	0	0.4545	0.8333	6	1	0	240.2	308.2	13.57	0	201.1	8.459	13.57	354	10	48	5.19
3.718	0.32	0.03	0.635	0.743	-2.494	-0.181	0.05848	2.47	-2.564	-0.01205	0.123	2.419	-2.26	0.08624	0.1062	2.689	-0.8116	-0.3398	-0.1015	2.042	-0.8856	-0.2197	-0.037	2.014	-0.5188	-0.1106	-0.0543	2.244	9	6.125	8	8.06	5.401	6.949	4.837	0.9977	-0.9977	0.2597	0.3786	59.29	55.49	0	0	0	14.71	0	18.75	0	0	0	0	13.57	5.008	0.8005	0.2237	0.1113	0.1995	0.7763	0.08817	133.5	37.32	18.57	33.28	129.5	14.71	1.56	-1.56	0.4224	0.3654	0.5316	0.1113	0.1113	0.4684	0.8887	0.3571	88.68	18.57	18.57	78.14	148.2	59.56	3.313	45.86	0	0	0	0	0	70.52	66.65	0.586	0	7.745	45.86	62.78	0	0	0	0	0	66.65	35.53	0.717	4	2.673	5.931	132.2	28.95	1.379	2	0	21	0	9	5	0	6	0	0	12	0	3	20.97	4	0.5	0	20	1	8	5	0.625	19	0	2.76	17.91	7.113	4.699	5.846	4.621	4.27	1.784	2.981	1.707	0	0	0.4082	0	0.08333	0	1.635	0	0.7371	0	0	0	0.9794	0	0.3887	0	0	0	0.2887	0	0.05893	0	0	0	0.7223	7	0	0	0	0	0	10.13	0	0	-0.2549	0	3.277	0	0	0	0	1.528	0	9.487	0	0	0	0	0	0	3	0	0	0.1957	-0.4759	3.477	0	1	0	4	0	0.4286	0.75	4	0	0	166.8	183	16.07	0	125	17.21	16.07	114	6	32	3.5
4.438	0.19	0.375	0.403	0.41	-2.72	-0.1638	0.2352	2.667	-2.637	-0.07684	0.2706	2.782	-2.474	-0.07362	0.3029	2.913	-0.8023	-0.2089	-0.04861	2.415	-0.8805	-0.1163	-0.02479	2.519	-0.5334	-0.1082	0.01629	2.625	9	6.125	4.5	9	6.125	4.5	6.125	0.751	-0.751	0.2788	0.5256	78.93	8.531	0	0	10.32	0	0	8.701	63.6	0	0	0	0	7.768	0.8983	0.4502	0.04367	0.1017	0.5498	0.05805	159.8	80.07	7.768	18.09	97.79	10.32	0.68	-0.68	0.5882	1	0.8142	0.04367	0.04367	0.1858	0.9563	0.1421	144.8	7.768	7.768	33.04	170.1	25.28	4.039	0	25.39	4.411	0	0	75.47	20.93	66.65	2.195	25.39	0	0	20.93	4.411	0	0	0	75.47	66.65	20.23	0.717	4	2.461	5.975	130.2	29.32	1.086	1	0	27	1	9	8	0	8	0	0	18	0	1	26.88	5	0.625	0	26	0	8	5	0.625	26	0	3.092	19.68	7.113	6.113	6.56	6.113	4.346	3.639	3.955	3.639	2.417	2.417	0.2041	0.2041	0.2041	0.2041	2.121	1.543	1.801	1.543	0	0	1.19	0.6969	0.9173	0.6969	0	0	0.5526	0.3485	0.4397	0.3485	1	1	0.5978	6	0	0	0	0	0	0	0	0	0	0	4.32	0	0	0	8.753	5.2	0	0	0.5601	0	0	0	0	0	1	1	0	2.677	-2.18	4.094	0	1	0	5	0	0.5	1	3	0	0	177.9	217.9	0	0	146.3	0	13.57	104	8	32	3.66
3.178	0.372	0.218	0.926	0.545	-2.569	-0.4007	0.4565	2.479	-2.738	-0.3946	0.4277	2.393	-2.299	-0.297	0.5428	2.737	-0.8474	-0.3034	0.04939	1.995	-1.153	-0.3036	-0.01262	1.935	-0.5161	-0.177	0.1089	2.214	6	5	5.333	6	5	5.333	5	0.7673	-0.7673	0.273	0.5132	43.05	23.48	8.619	0	10.32	0	0	13.19	18.75	0	0	0	0	7.904	0.8545	0.3179	0.06307	0.1455	0.6821	0.08238	107.1	39.84	7.904	18.23	85.48	10.32	1.58	-1.58	0.2532	0.5696	0.4559	0.06307	0.06307	0.5441	0.9369	0.481	57.14	7.904	7.904	68.18	117.4	60.28	2.563	0	25.39	18.01	0	0	0	57.81	33.33	-0.4118	43.4	0	0	57.81	0	0	0	0	0	33.33	32.26	0.8524	3.322	2.149	4.704	89.14	23.43	1.378	2	0	17	2	6	4	0	4	0	0	11	1	1	16.28	3	0.6	0	16	0	5	3	0.6	16	0	2.339	12.69	4.828	3.121	4.069	3.121	2.914	1.207	2.23	1.207	0	0	0	0	0	0	0.9571	0	0.5386	0	0	0	0.5	0	0.2558	0	0	0	0	0	0	0	0	0	0.6534	5	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	8.135	1.908	2.948	0	0	0	0	0	0	0	2	2	0	-0.454	0.5179	2.585	0	1	0	3	0	0.4	0.6667	3	0	0	125.3	136.4	0	0	92.07	0	19.25	35	3	18	1.78
4.071	0.677	0.03	0.46	1.099	-2.133	-0.6276	0.6448	2.165	-2.06	-0.4767	0.7961	2.256	-1.835	-0.4626	0.8066	2.462	-0.7347	-0.404	0.05909	1.927	-0.7739	-0.2432	0.2085	2.03	-0.4026	-0.2041	0.1814	2.211	7.111	3.24	1.704	4.569	1.948	0.9594	0.9889	0.6948	-0.6948	0.2201	0.4254	2.209	17.06	13.29	18.5	0	0	0	24.51	24.51	0	0	11.91	13.57	0	0.7971	0.5933	0.2029	0.2029	0.4067	0	100.1	74.5	25.48	25.48	51.06	0	1.36	-1.36	0.3116	0.4191	0.7446	0.5933	0.1081	0.2554	0.4067	0.1474	93.48	74.5	13.57	32.07	51.06	18.5	3.179	23.86	14.96	9.121	3.186	0	70.57	0	20.15	1.638	0	0	29.27	0	27.05	0	0	70.57	0	14.96	17.07	0.7642	4.17	2.075	6.017	124.1	22.04	1.574	1	6	14	0	9	7	0	7	0	1	5	0	1	17.01	1	0.1111	6	14	1	9	1	0.1111	7	0	2.363	7.627	6.69	4.69	4.673	3.887	4.343	3.058	2.541	2.116	2.28	1.318	0.4024	0.1667	0.1379	0.08333	2.813	1.529	1.032	0.7331	0	0	2	1.022	0.5707	0.4072	0	0	1.069	0.2357	0.2562	0.09623	0	0	0.7874	5	5.848	0	-0.4653	0.1088	0	9.987	0.4954	0	0	0	0	0	12.36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.984	-1.686	3.381	6	1	1	1	0	0.4	0.6667	3	1	1	125.6	157.6	13.57	0	86.37	22.06	13.57	86	10	40	4.96
3.887	0.179	0.03	0.419	0.598	-2.626	0.02298	0.03414	2.585	-2.49	0.123	0.123	2.73	-2.38	0.1057	0.1057	2.834	-0.7964	-0.137	-0.1259	2.219	-0.8108	-0.037	-0.037	2.333	-0.5308	-0.0543	-0.0543	2.436	8	5.143	7.2	7.054	4.443	6.108	3.917	0.5243	-0.5243	0.2486	0.5679	68.42	0	8.459	0	0	0	0	27.45	36.15	0	0	0	13.57	0	0.9119	0.5009	0.08807	0.08807	0.4991	0	140.5	77.17	13.57	13.57	76.88	0	0.57	-0.57	0.786	1	0.857	0.08807	0.08807	0.143	0.9119	0.05491	132	13.57	13.57	22.03	140.5	8.459	3.482	23.86	0	0	0	0	75.47	5.688	66.65	2.156	0	5.688	23.86	0	0	0	0	0	75.47	66.65	17.07	0.7579	3.807	2.462	5.587	114.2	25.15	1.143	1	0	22	0	8	6	0	7	0	0	14	0	1	22.46	4	0.5714	0	21	1	7	4	0.5714	20	0	2.737	16.26	6.406	5.406	5.737	5.328	3.77	3.193	3.265	3.061	1.904	1.811	0.4082	0	0.1443	0	1.385	1.096	1.132	1.03	0	0	0.8026	0.5985	0.6239	0.5518	0	0	0.2887	0	0.1021	0	0	0	0.6137	6	0	0	0	0	0	10.32	0	0	0.318	0	3.787	0	0	0	0	4.243	0	0	0	0	0	0	0	0	1	0	0	1.898	-1.684	3.584	0	1	0	4	0	0.5	1	3	1	0	154	186.1	13.57	0	122.1	8.459	13.57	79	5	28	2.94
3.388	0.179	0.03	0.419	0.598	-2.581	0.02298	0.03414	2.553	-2.462	0.123	0.123	2.684	-2.339	0.1057	0.1057	2.799	-0.7897	-0.137	-0.1259	2.123	-0.8108	-0.037	-0.037	2.225	-0.5285	-0.0543	-0.0543	2.341	7	4.167	6	6.047	3.498	4.877	3.021	0.4712	-0.4712	0.2766	0.6318	59.89	0	8.459	0	0	0	0	27.45	27.45	0	0	0	13.57	0	0.9008	0.5004	0.09917	0.09917	0.4996	0	123.2	68.46	13.57	13.57	68.34	0	0.57	-0.57	0.786	1	0.839	0.09917	0.09917	0.161	0.9008	0.06183	114.8	13.57	13.57	22.03	123.2	8.459	3.021	23.86	0	0	0	0	56.61	5.688	66.65	1.766	0	5.688	23.86	0	0	0	0	0	56.61	66.65	17.07	0.8031	3.585	2.213	5.196	100.2	22.18	1.167	1	0	19	0	7	5	0	6	0	0	12	0	1	19.36	3	0.5	0	18	1	6	3	0.5	17	0	2.714	14.08	5.699	4.699	5.03	4.621	3.27	2.693	2.765	2.561	1.55	1.457	0.4082	0	0.1443	0	1.135	0.8464	0.8824	0.7803	0	0	0.6124	0.4082	0.4257	0.3536	0	0	0.2887	0	0.1021	0	0	0	0.6196	5	0	0	0	0	0	10.2	0	0	0.3073	0	3.721	0	0	0	0	2.936	0	0	0	0	0	0	0	0	1	0	0	1.456	-1.169	3.121	0	1	0	3	0	0.4	0.6667	3	1	0	136.8	161.6	13.57	0	106.2	8.459	13.57	52	4	24	2.37
5.487	0.984	0.155	0.302	0.878	-2.285	-0.4871	0.4115	2.27	-2.272	-0.4385	0.4864	2.444	-2.003	-0.2497	0.6099	2.559	-0.7906	-0.4405	-0.06907	2.168	-0.8903	-0.3571	0.06029	2.328	-0.4871	-0.1797	0.09957	2.444	11.08	5.024	2.479	8.411	3.718	1.795	2.406	1.351	-1.351	0.1609	0.2657	50	61.71	4.265	18.5	10.32	0	0	24.51	0	0	0	0	13.57	12.78	0.8126	0.2599	0.1346	0.1874	0.7401	0.05277	159	50.85	26.34	36.67	144.8	10.32	2.127	-2.127	0.2115	0.2679	0.4625	0.2599	0.1346	0.5375	0.7401	0.4029	90.48	50.85	26.34	105.2	144.8	78.82	4.66	23.86	47.39	0	18.92	0	35.29	0	90.91	1.222	47.39	0	20.15	0	27.05	70.77	0	35.29	0	15.73	55.76	0.6194	4.7	2.496	7.117	182.2	34.29	1.491	4	6	23	1	13	8	0	9	0	0	10	0	4	25.72	3	0.2308	6	23	1	13	3	0.2308	16	0	2.601	15.72	9.845	6.431	7.404	5.732	6.223	2.708	3.627	1.943	1.895	1.158	0.7426	0.1361	0.2637	0.07217	4.251	1.211	1.667	0.622	0	0	3.403	0.7345	0.9925	0.3222	0	0	1.916	0.1925	0.5643	0.08333	0	0	0.7813	7	2.885	0	0	0.7234	0	10.53	0.5353	0	0	0	2.885	0	0	0	9.343	0	0	9.769	0	0	0	0	0	0	4	1	0	1.507	-1.13	4.721	6	1	1	3	0	0.4286	0.75	4	1	1	195.6	233.2	18.57	0	130.5	22.06	32.14	238	19	60	4.83
