moei3D_AM1_E	moei3D_AM1_Eele	moei3D_AM1_HF	moei3D_AM1_HOMO	moei3D_AM1_IP	moei3D_AM1_LUMO	moei3D_AM1_dipole	moei3D_ASA	moei3D_ASA.	moei3D_ASA..1	moei3D_ASA_H	moei3D_ASA_P	moei3D_CASA.	moei3D_CASA..1	moei3D_DASA	moei3D_DCASA	moei3D_E	moei3D_E_ang	moei3D_E_ele	moei3D_E_nb	moei3D_E_oop	moex3D_E_rnb	moex3D_E_rsol	moei3D_E_sol	moei3D_E_stb	moei3D_E_str	moei3D_E_strain	moei3D_E_tor	moei3D_E_vdw	moei3D_FASA.	moei3D_FASA..1	moei3D_FASA_H	moei3D_FASA_P	moei3D_FCASA.	moei3D_FCASA..1	moei3D_MNDO_E	moei3D_MNDO_Eele	moei3D_MNDO_HF	moei3D_MNDO_HOMO	moei3D_MNDO_IP	moei3D_MNDO_LUMO	moei3D_MNDO_dipole	moei3D_PM3_E	moei3D_PM3_Eele	moei3D_PM3_HF	moei3D_PM3_HOMO	moei3D_PM3_IP	moei3D_PM3_LUMO	moei3D_PM3_dipole	moei3D_VSA	moei3D_dens	moei3D_dipole	moex3D_dipoleX	moex3D_dipoleY	moex3D_dipoleZ	moei3D_glob	moei3D_pmi	moex3D_pmiX	moex3D_pmiY	moex3D_pmiZ	moei3D_rgyr	moei3D_std_dim1	moei3D_std_dim2	moei3D_std_dim3	moei3D_vol	Activity
-30390	-153500	4.709	-9.383	9.383	0.5417	0.246	324.2	91.08	82.78	324.2	0	81.38	73.96	8.299	7.415	25.1	0.2224	1.859	25.93	0.0002138	0	0	-1.773	-0.1392	0.6256	2.951	-1.535	24.07	0.281	0.2554	1	0	0.251	0.2282	-30460	-152400	8.175	-9.286	9.286	0.2636	0.02816	-28860	-150700	4.751	-9.532	9.532	0.3793	0.2095	166.6	0.8268	0.05334	-0.0465	0.02612	-0.000515	0.202	545.3	278.6	213.7	53.03	2.13	2.09	1.189	0.9392	145.4	4.23
-21560	-100100	-38.54	-10.94	10.94	3.656	0	264.1	0	0	264.1	0	0	0	0	0	-2.157	0.5034	-6.661e-16	7.641	0	0	0	1.554	-0.1311	0.9087	1.339	-11.08	7.641	0	0	1	0	0	0	-21650	-99260	-34.76	-11.74	11.74	3.199	0	-20690	-98600	-31.03	-11.29	11.29	3.476	0	125.6	0.7949	0	0	0	0	0.3634	216.3	80.5	90.97	44.79	1.603	1.319	1.319	0.7949	105.9	2.96
-28950	-131100	-82.43	-10.67	10.67	3.369	1.6	274.6	27.08	20.49	227	47.57	18.41	13.93	6.595	4.484	3.604	0.5899	7.994e-15	8.495	0	0	0	-4.487	-0.0688	0.9708	1.46	-6.383	8.495	0.09863	0.07461	0.8268	0.1732	0.06707	0.05074	-29080	-130100	-74.96	-11.05	11.05	3.058	1.392	-27460	-128900	-71.19	-10.9	10.9	3.154	1.496	133.6	0.8864	0.4616	0.1935	0.2528	0.3344	0.2653	325.7	125.2	114.7	85.79	1.803	1.506	1.285	0.7755	113	2.06
-28300	-121300	-63.33	-10.3	10.3	0.9217	2.972	270.1	25.61	35.12	226.5	43.54	14.6	20.02	9.511	5.421	3.198	1.254	0	7.169	0.0002695	0	0	-5.337	0.1939	1.063	2.079	-6.481	7.169	0.09482	0.13	0.8388	0.1612	0.05405	0.07412	-28410	-120500	-60.11	-10.57	10.57	0.7136	2.574	-26740	-119100	-60.16	-10.48	10.48	0.8528	2.808	129.7	0.9056	0.7836	0.6781	-0.3928	-0.006106	0.3108	298.7	142.7	117.1	38.82	1.745	1.379	1.297	0.7688	108.4	2.19
-33360	-151200	-26.6	-9.967	9.967	0.9551	3.233	287.4	36.43	54.32	211.6	75.77	30.96	46.17	17.89	15.21	30.37	10.17	6.06	23.73	0.0003145	0	0	-9.256	0.3558	1.176	18.91	-5.06	17.67	0.1268	0.189	0.7363	0.2637	0.1078	0.1607	-33490	-150000	-28.32	-10.22	10.22	0.629	2.947	-30800	-147200	-14.18	-10.17	10.17	0.6493	3.281	142.3	0.9519	0.9328	0.9288	-0.08523	-0.005294	0.2114	444.4	191.3	211.1	41.99	1.982	1.645	1.296	0.7563	118.9	2.74
-83810	-543300	-176	-10.27	10.27	-0.656	2.973	597	112.8	107.9	534.9	62.06	293.4	280.4	4.991	12.98	49.85	16.29	-6.124	34.95	0.0001501	2.842e-14	2.842e-14	-5.519	1.199	2.97	19.46	-5.556	41.07	0.189	0.1807	0.896	0.104	0.4915	0.4697	-84110	-540900	-167	-10.01	10.01	-0.5764	2.332	-78650	-537500	-167.3	-10.31	10.31	-0.5281	2.359	335.9	0.9749	0.9499	-0.8167	-0.1983	-0.4426	0.02866	4728	1166	3345	217.9	4.121	4.337	2.341	0.7342	285.5	5.33
-79220	-470700	-239.7	-11.21	11.21	1.105	0.06007	597.4	41.88	52.03	514.9	82.59	83.76	104.1	10.15	20.3	8.62	10.97	-10.12	13.24	0.0004666	1.066e-14	1.066e-14	-5.892	0.1364	2.745	12.79	-18.47	23.36	0.0701	0.08708	0.8618	0.1382	0.1402	0.1742	-79560	-464400	-213.2	-11.36	11.36	0.9042	0.3077	-74640	-463400	-220	-11.22	11.22	0.9961	0.02369	328.9	0.919	0.003142	4.441e-16	-0.00028	0.00313	0.0112	7913	2134	5761	18.69	5.534	6.131	0.9136	0.649	281.1	4.85
-20840	-41120	-25.85	-11.39	11.39	0.5947	1.503	206.2	12.63	149.1	44.43	161.8	7.326	86.5	136.5	79.17	0.9011	0.371	0	0	0	0	0	-5.037	0.1641	0.366	0.8526	0	0	0.06126	0.7233	0.2155	0.7845	0.03553	0.4195	-19980	-39990	-28.03	-12.49	12.49	0.08177	1.898	-18060	-38360	-17.14	-10.58	10.58	0.5207	1.363	85.84	1.348	0.6036	-0.4974	0.3419	0.00667	0.3545	171.1	60.02	109.5	1.551	1.419	0.9311	0.7636	0.5544	63	2.42
-33300	-185400	49.7	-9.396	9.396	1.144	0.1573	315.7	106.2	61.7	254	61.7	122.5	71.13	44.53	51.34	54.71	30.99	3.907	21.37	2.044e-06	0	0	0.08736	-2.588	7.542	8.4	-2.607	17.46	0.3365	0.1954	0.8046	0.1954	0.3879	0.2253	-33370	-184200	49.01	-9.536	9.536	0.9056	0.04351	-31560	-181900	42.32	-9.574	9.574	0.9681	0.1488	161.4	0.8873	0.08444	-0.01075	0.06981	0.04626	0.3281	479.4	189.5	116.2	173.7	1.904	1.71	1.245	0.9797	149	3.63
-69440	-395300	-149	-10.28	10.28	-0.637	2.944	472.9	117.5	107.9	406.4	66.52	305.5	280.4	9.64	25.06	50.28	15.96	-6.124	29.34	0.0001501	0	0	-6.652	1.286	2.375	18.81	1.322	35.46	0.2484	0.2281	0.8593	0.1407	0.646	0.593	-69680	-392500	-144.1	-10.03	10.03	-0.6186	2.612	-64860	-389500	-146.3	-10.31	10.31	-0.5063	2.279	254.8	1.029	0.9499	-0.8167	-0.1983	-0.4426	0.04318	2111	695	1322	93.57	3.082	3.122	2.143	0.6487	215.9	4.12
-64850	-336100	-212.6	-11.27	11.27	1.104	0.04772	476.1	47.27	52.03	388.1	87.98	94.54	104.1	4.759	9.517	8.995	10.62	-10.12	7.589	0.0004666	0	0	-7.043	0.2246	2.151	12.14	-11.59	17.71	0.09929	0.1093	0.8152	0.1848	0.1986	0.2186	-65130	-332100	-195.6	-11.39	11.39	0.9046	0.1141	-60850	-330200	-198.8	-11.21	11.21	1.004	0.01903	250.5	0.9648	0.003142	2.22e-16	-0.00028	0.00313	0.01851	3608	953.2	2643	12.49	4.224	4.573	0.9058	0.6221	209.6	4.05
-20090	-79700	-17.93	-9.29	9.29	3.227	1.167	270.2	26.61	4.996	238.6	31.61	23.95	4.496	21.62	19.46	-7.376	0.7546	4.441e-16	4.724	0	0	0	-2.534	0.0267	0.5822	0.8038	-13.46	4.724	0.0985	0.01849	0.883	0.117	0.08865	0.01664	-20190	-79540	-17.82	-10.02	10.02	3.033	1.06	-18600	-77580	-19.58	-9.144	9.144	2.76	1.192	124.3	0.7416	0.397	0.2074	-0.139	-0.3087	0.1014	260.7	86.56	167.1	6.997	1.888	2.048	0.8485	0.652	98.62	1.93
-37180	-142000	-159.6	-10.98	10.98	2.423	1.663	299.8	98.39	46.39	155	144.8	188.9	89.07	52	99.84	24.67	2.207	15.28	18.86	0	0	0	-15.03	0.3657	0.5712	2.276	2.673	3.576	0.3282	0.1547	0.517	0.483	0.6302	0.2971	-37380	-140700	-149.6	-11.04	11.04	3.003	1.756	-34810	-138200	-138.7	-10.99	10.99	2.35	1.088	141.5	0.9849	0.3887	0.329	-0.2071	-0.00404	0.1076	534.9	160.7	319.2	55.1	2.245	2.269	1.003	0.7443	107.8	0.15
-22390	-82520	-64.36	-10.39	10.39	2.981	1.246	269.4	15.16	5.746	248.5	20.9	8.489	3.218	9.413	5.271	2.555	1.815	4.441e-16	2.88	0	0	0	-0.8475	0.1552	0.3906	0.8872	-2.686	2.88	0.05628	0.02133	0.9224	0.07761	0.03151	0.01195	-22520	-82360	-61.99	-10.91	10.91	3.254	1.095	-21270	-81240	-57.44	-10.48	10.48	2.865	1.148	121.2	0.7917	0.4357	0.3685	-0.2324	-0.00476	0.0954	253.5	79.62	167.6	6.294	1.849	2.089	0.8503	0.6451	93.62	1.46
-54060	-245800	-186.4	-11.41	11.41	0.8538	3.2	385.7	47.64	47.04	299	86.66	95.28	94.08	0.6027	1.205	10.2	10.31	-13.67	5.355	0.0004671	0	0	-6.321	0.1837	1.712	21.39	-7.364	19.03	0.1235	0.122	0.7753	0.2247	0.2471	0.2439	-54310	-244300	-172.3	-11.58	11.58	0.6829	2.937	-50500	-241400	-180	-11.37	11.37	0.7663	3.031	192.9	1.028	0.806	0.6642	-0.4566	-0.005729	0.02557	1461	497.3	955.9	7.848	3.02	3.636	0.8896	0.5815	155.8	4.01
-79220	-470700	-239.7	-11.21	11.21	1.105	0.06007	597.4	41.88	52.03	514.9	82.59	83.76	104.1	10.15	20.3	8.62	10.97	-10.12	13.24	0.0004666	1.066e-14	1.066e-14	-5.892	0.1364	2.745	12.79	-18.47	23.36	0.0701	0.08708	0.8618	0.1382	0.1402	0.1742	-79560	-464400	-213.2	-11.36	11.36	0.9042	0.3077	-74640	-463400	-220	-11.22	11.22	0.9961	0.02369	328.9	0.919	0.003142	4.441e-16	-0.00028	0.00313	0.0112	7913	2134	5761	18.69	5.534	6.131	0.9136	0.649	281.1	4.98
-57660	-275100	-198.2	-11.36	11.36	0.9672	0.01987	414.5	45.59	52.03	326.5	87.98	91.19	104.1	6.434	12.87	3.335	10.42	-15.92	-0.9689	0.0004994	0	0	-0.9554	0.2692	1.87	11.53	-8.259	14.95	0.11	0.1255	0.7878	0.2122	0.22	0.251	-57920	-272300	-185.7	-11.47	11.47	0.7938	0.019	-53950	-269900	-187.6	-11.32	11.32	0.8944	0.03701	211.1	0.9961	0.003563	-1.11e-16	-0.001	0.00342	0.02294	2059	538.1	1511	9.394	3.438	3.951	0.9015	0.5984	174.9	3.09
-72440	-377000	-282.2	-11.08	11.08	0.5148	3.163	438	76.15	81.84	280	158	255.8	275	5.69	19.12	34.45	11	17.42	32.41	1.37e-06	0	0	-15.43	0.4524	2.043	17.56	-11.45	14.98	0.1739	0.1868	0.6393	0.3607	0.5841	0.6278	-72780	-374000	-266.6	-11.12	11.12	0.6501	4.471	-67500	-369600	-265.3	-11.08	11.08	0.4562	2.963	234.8	1.092	1.385	-0.0478	-0.00812	1.384	0.09919	1941	1292	392.5	256.4	3.068	3.326	1.26	1.048	188.9	2.5
-83810	-558500	-170.8	-10.28	10.28	-0.6506	3.077	574.5	105.2	101.3	521.7	52.83	273.4	263.5	3.829	9.955	59.61	16.17	-6.124	38.46	0.0001501	7.105e-15	7.105e-15	-5.424	1.103	2.969	19.83	0.9082	44.59	0.1831	0.1764	0.908	0.09196	0.476	0.4586	-84100	-556000	-154.4	-10.02	10.02	-0.584	2.34	-78650	-553500	-167	-10.31	10.31	-0.5321	2.474	333.3	0.9673	0.9499	-0.8167	-0.1983	-0.4426	0.0576	3973	1006	2676	291.9	3.778	3.87	2.196	0.9288	287.8	5.49
-29570	-137000	-70.83	-10.38	10.38	2.864	1.293	315.4	0.2508	4.934	310.2	5.185	0.1404	2.763	4.684	2.623	10.97	1.719	0	8.357	0	0	0	-0.02273	0.03179	0.6965	1.478	0.1663	8.357	0.0007951	0.01565	0.9836	0.01644	0.0004452	0.008761	-29730	-135900	-64.76	-10.68	10.68	2.963	1.209	-28170	-134900	-69.09	-10.65	10.65	2.793	1.255	161.7	0.8085	0.4361	0.01512	0.243	0.3618	0.1824	412.4	93.5	208	111	2.009	1.992	1.223	0.8505	126.4	2.11
-26190	-89250	-103.3	-10.82	10.82	2.97	0.1502	243.5	74.52	20.86	148.1	95.39	83.47	23.36	53.66	60.1	5.221	2.981	-6.871	-1.85	0	0	0	-1.274	0.3418	0.1914	1.21	3.556	5.021	0.306	0.08566	0.6083	0.3917	0.3428	0.09594	-26340	-88350	-94.36	-11.29	11.29	3.213	0.4289	-24590	-87310	-90.18	-10.9	10.9	2.885	0.3103	113.2	0.9086	0.1193	-0.098	0.06804	0.00112	0.1139	193.6	53.39	84.49	55.68	1.595	1.747	0.9458	0.5895	83.75	1.04
-62250	-321700	-137.4	-10.32	10.32	-0.6833	3.009	401.1	171.5	112.7	276.7	124.4	445.9	292.9	58.81	152.9	58.02	15.51	-6.124	34.4	0.0001501	0	0	-7.1	1.211	2.081	21.84	4.822	40.52	0.4275	0.2809	0.6898	0.3102	1.112	0.7303	-62460	-320100	-138.6	-10.05	10.05	-0.5655	2.14	-57960	-315400	-136.1	-10.35	10.35	-0.5487	2.479	211.1	1.074	0.9499	-0.8167	-0.1983	-0.4426	0.04015	1353	584	717.9	50.88	2.639	2.388	2.187	0.4786	180.8	3.7
-46870	-186200	-174.5	-11.51	11.51	0.7534	3.002	313.5	99.26	54.63	167.7	145.9	198.5	109.3	44.62	89.25	17.96	9.933	-13.69	10.32	4.112e-05	0	0	-6.871	0.1321	1.438	24.61	-3.861	24	0.3166	0.1742	0.5348	0.4652	0.6331	0.3485	-47090	-185700	-170.3	-11.65	11.65	0.5588	2.13	-43610	-182100	-170.2	-11.4	11.4	0.7131	2.987	152.2	1.092	0.8058	-0.6643	0.456	0.009228	0.03495	749	265.2	479.1	4.751	2.381	2.814	0.8716	0.5261	121	4.03
-36760	-182700	-91.61	-10.39	10.39	2.885	1.182	391.2	11.3	5.746	374.1	17.04	6.327	3.218	5.552	3.109	2.192	2.158	0	8.545	0	0	0	0.04824	0.06753	0.9885	1.524	-9.567	8.545	0.02888	0.01469	0.9564	0.04357	0.01617	0.008226	-36950	-181300	-80.85	-10.91	10.91	3.025	1.039	-35060	-180300	-78.82	-10.49	10.49	2.701	1.091	200.1	0.7911	0.4357	0.3685	-0.2324	-0.00476	0.03671	1385	408.4	964.1	12.49	3.261	3.535	0.8988	0.6773	164.6	3.61
-48840	-295400	-72.54	-9.298	9.298	3.09	1.087	518.8	22.31	4.996	491.5	27.31	20.08	4.496	17.32	15.58	-7.898	1.433	-7.105e-15	15.84	0	0	0	-0.6317	-0.1445	1.764	1.695	-26.8	15.84	0.04301	0.009629	0.9474	0.05264	0.03871	0.008666	-49060	-292000	-55.36	-10.02	10.02	2.877	0.9973	-46190	-290700	-62.72	-9.176	9.176	2.623	1.128	282.8	0.7776	0.397	0.2074	-0.139	-0.3087	0.01965	4138	1293	2826	19.39	4.725	4.942	0.9034	0.6927	238.4	5.38
-43950	-239300	-105.3	-10.39	10.39	2.87	1.186	450.3	11.3	5.746	433.3	17.04	6.327	3.218	5.552	3.109	2.071	2.327	0	11.33	0	0	0	0.5599	0.02324	1.285	1.77	-12.9	11.33	0.02509	0.01276	0.9622	0.03785	0.01405	0.007145	-44160	-236900	-90.19	-10.91	10.91	2.983	1.025	-41960	-236300	-89.67	-10.49	10.49	2.675	1.083	239.1	0.785	0.4357	0.3685	-0.2324	-0.00476	0.02575	2503	728.1	1759	15.59	3.977	4.265	0.883	0.6844	201.6	4.71
-93000	-630500	-54.24	-9.314	9.314	-0.8246	3.009	577.5	310.3	267.2	536.7	40.81	1150	989.8	43.19	160	114.2	24.3	5.002	70.6	0.000746	0	0	-19.34	1.719	1.975	25.12	15.63	65.6	0.5374	0.4626	0.9293	0.07066	1.991	1.714	-93200	-626100	-71.44	-9.312	9.312	-0.6589	2.16	-86660	-619200	-63.21	-9.592	9.592	-0.7009	2.481	333.9	1.051	1.181	-1.069	-0.2845	-0.4134	0.07188	4552	1608	2746	197.7	3.781	3.296	2.668	0.8836	302.8	6.6
-43670	-239300	56.65	-8.192	8.192	0.2084	0.7572	383.9	219.4	164.5	364.3	19.62	460.7	345.5	54.86	115.2	54.51	2.891	-6.475	37	0.0004737	0	0	-4.642	-0.1401	0.585	11.1	14.17	43.47	0.5715	0.4285	0.9489	0.05111	1.2	0.9	-43720	-238600	55.77	-8.656	8.656	0.08081	1.247	-40420	-233800	51.7	-8.409	8.409	0.09014	0.8936	204.9	0.933	0.1061	0.09245	-0.0521	-0.0013	0.06211	1285	381.4	858.5	45.37	2.756	2.776	1.349	0.6919	181.4	4.65
-45960	-243500	23.95	-9.086	9.086	0.132	1.443	379.1	209.5	169.6	379.1	0	348.8	282.3	39.95	66.51	48.75	3.587	0.2787	38.67	0.0003112	0	0	-0.3456	-0.6502	0.736	4.926	6.405	38.39	0.5527	0.4473	1	0	0.9202	0.7448	-46040	-241900	15.2	-8.871	8.871	0.00577	1.265	-43080	-238600	20.48	-9.177	9.177	0.03209	1.23	203	0.9469	0.2836	-0.234	0.1348	0.08683	0.1374	1240	407.3	735.8	97.35	2.7	2.759	1.111	1.023	179.8	4.63
-34610	-194900	-4.256	-9.229	9.229	1.2	0.3827	359.4	107.6	54.1	305.3	54.1	122.7	61.73	53.46	61	20.29	1.166	5.138	29.04	2.698e-06	0	0	0.4233	-0.06805	2.806	7.663	-12.65	23.9	0.2993	0.1505	0.8495	0.1505	0.3415	0.1718	-34720	-192700	2.092	-9.613	9.613	0.7973	0.1252	-33020	-191900	-3.695	-9.332	9.332	1.039	0.3512	192	0.8128	0.04774	0.03943	0.02089	-0.01699	0.1677	783.6	87.33	604.4	91.88	2.398	2.397	1.134	0.9818	167.6	5.29
-15220	-41250	-62.66	-10.88	10.88	3.565	1.551	195.7	41.88	22.24	131.6	64.12	28.48	15.13	19.63	13.35	-0.996	0.3087	-5.329e-15	0.5981	0	0	0	-5.39	0.02365	0.2416	0.5123	-2.168	0.5981	0.214	0.1137	0.6724	0.3276	0.1455	0.07728	-15310	-41380	-62.99	-11.3	11.3	3.517	1.4	-14380	-40470	-56.85	-10.9	10.9	3.334	1.449	77.67	0.8208	0.4622	-0.3907	0.2469	0.0052	0.2172	66.36	22.16	41.05	3.147	1.2	1.264	0.705	0.5889	56.12	0.52
-29150	-103900	-102.3	-11.25	11.25	1.153	1.831	268.5	46.76	33.77	215.1	53.35	46.76	33.77	12.98	12.98	2.299	5.044	-5.297	-0.6112	1.736e-06	0	0	-1.691	0.1159	0.8779	4.988	-3.128	4.685	0.1742	0.1258	0.8013	0.1987	0.1742	0.1258	-29290	-103400	-97.45	-11.41	11.41	0.9456	1.843	-27340	-101700	-98.8	-11.24	11.24	1.058	1.884	125.2	0.9202	0.4218	-0.3176	0.2775	0.004608	0.07171	304.3	79.34	220.2	4.747	1.858	2.165	0.8616	0.5796	95.75	2.58
-32080	-120300	-75.82	-11.04	11.04	0.04051	1.623	290.6	78.79	87.86	202.3	88.33	113.1	126.1	9.067	13.02	10.47	6.816	-3.309	4.179	0.0002921	0	0	-1.874	0.005687	0.6135	6.256	-1.15	7.488	0.2712	0.3024	0.696	0.304	0.3893	0.4341	-32220	-119600	-73.81	-10.73	10.73	0.00595	1.742	-30040	-117700	-72.17	-11.04	11.04	-0.05213	1.688	138.5	0.9292	0.4624	0.4005	-0.2311	-0.002425	0.03351	439.2	106.7	329.4	3.149	2.095	2.491	0.8941	0.456	107.8	4.6
-26800	-124100	8.661	-9.38	9.38	0.5281	0.2423	303.8	104.5	88.92	303.8	0	93.36	79.45	15.57	13.91	18.26	0.217	1.859	19.71	0.0002138	0	0	-2.163	-0.07346	0.4829	1.046	-2.071	17.85	0.3439	0.2927	1	0	0.3073	0.2615	-26860	-123500	8.754	-9.282	9.282	0.2564	0.04544	-25410	-121700	9.457	-9.519	9.519	0.3735	0.2129	149.3	0.8278	0.05334	-0.0465	0.02612	-0.000515	0.1042	425.5	252.5	141	31.95	2.002	2.057	1.227	0.664	128.2	3.59
-18010	-60050	-12.7	-9.435	9.435	3.479	0	221.9	113.6	34.51	73.79	148.1	225	68.33	79.11	156.6	4.596	0.5141	10.45	13.24	0	0	0	-10.27	0.05716	0.5455	0.9499	-9.758	2.783	0.512	0.1555	0.3325	0.6675	1.014	0.3079	-18090	-59970	-6.308	-10.14	10.14	3.177	0	-15800	-57290	-6.464	-9.34	9.34	2.758	0.001	101.2	0.854	0.0007256	-0.00063	-3.331e-16	0.00036	0.2337	141.8	67.7	68.34	5.8	1.536	1.432	0.791	0.6923	70.38	2.55
-22610	-64800	-110.6	-10.91	10.91	3.323	0.1234	209.8	81.92	42.51	85.4	124.4	111.4	57.81	39.41	53.6	10.88	0.5096	8.389	9.408	0	0	0	-12.83	0.1303	0.3256	1.299	0.5094	1.018	0.3904	0.2026	0.407	0.593	0.531	0.2755	-22750	-64750	-106.2	-11.15	11.15	3.285	1.221	-21160	-63420	-98.56	-11.04	11.04	3	0.2048	88.29	1.011	0.6534	-0.5545	-0.00532	-0.3456	0.1863	122.5	22.37	79.14	21.01	1.405	1.416	0.7781	0.6113	61.38	0.04
-43520	-210400	-128.8	-11.2	11.2	1.201	1.743	389.2	23.49	26.01	345.3	43.84	23.49	26.01	2.523	2.523	2.059	5.547	-5.298	6.571	1.673e-06	0	0	-0.287	0.03984	1.483	6.673	-11.58	11.87	0.06036	0.06684	0.8873	0.1127	0.06036	0.06684	-43720	-208200	-117.4	-11.34	11.34	0.9845	1.757	-41130	-206900	-119.4	-11.16	11.16	1.087	1.795	198.8	0.8875	0.4216	-0.4024	0.1256	0.004608	0.03328	1458	414.5	1033	10.95	3.18	3.541	0.8897	0.6461	162.5	4.21
-48090	-244800	-43.88	-8.616	8.616	0.3429	1.536	379.9	176.8	122.3	237.3	142.6	367.2	254	54.48	113.1	64.28	6.137	6.251	58.44	0.0002516	0	0	-9.833	-0.5669	1.362	26.36	-1.092	52.19	0.4654	0.322	0.6247	0.3753	0.9665	0.6687	-48250	-243600	-50.8	-8.523	8.523	0.1236	1.225	-45110	-240700	-44.98	-8.757	8.757	0.2385	1.345	198.9	0.9568	0.604	0.3138	-0.5137	-0.04981	0.09429	1132	328.1	736.7	66.88	2.625	2.323	1.798	0.7133	171.6	3.84
-32090	-114900	-85.32	-10.7	10.7	0.6217	0.9889	281.1	104.5	75.73	153.8	127.3	119.1	86.33	28.77	32.8	5.642	2.011	0.1526	4.343	5.358e-05	0	0	-14.25	0.5125	1.003	2.905	-2.228	4.191	0.3717	0.2694	0.5471	0.4529	0.4238	0.3071	-32220	-115000	-80.28	-10.87	10.87	0.5547	1.067	-30060	-112600	-85.29	-10.73	10.73	0.5956	0.5412	132.2	0.9604	0.145	-0.1197	0.08172	0.002081	0.1256	609.3	194.8	385.3	29.16	2.467	1.956	0.8594	0.6932	104.2	3.94
-21300	-50220	-58.71	-10.66	10.66	-0.7609	0.09002	183.2	108.4	74.81	43.62	139.6	123.6	85.29	33.61	38.31	6.822	2.248	4.478	4.786	3.741e-05	0	0	-10.61	0.05806	0.5535	2.409	-0.824	0.3084	0.5917	0.4083	0.2381	0.7619	0.6746	0.4654	NA	NA	NA	NA	NA	NA	0	-19710	-48540	-64.31	-10.57	10.57	-0.6313	0.001	71.84	1.141	0.00051	-1.388e-17	1.388e-17	0.00051	4.128e-08	111.5	29.31	82.15	0.004921	1.386	1.16	0.8079	0.0002358	50.88	2.43
-71370	-313700	-64.09	-11.48	11.48	0.2281	0	376	2.114	303.3	70.57	305.4	3.679	527.7	301.2	524	37.21	0.5315	0.642	34.38	0	0	0	-8.066	0.402	1.952	8.411	-0.04825	33.74	0.005623	0.8067	0.1877	0.8123	0.009785	1.404	-68740	-306100	-50.16	-12.57	12.57	-0.689	0	-62370	-305400	-52.36	-10.65	10.65	0.1625	0	215.2	1.473	0.0004101	-5.551e-17	-0.00029	0.00029	0.3787	2048	983.5	387.5	677	2.654	1.53	1.401	0.9412	197.5	6.52
-57620	-179900	-35.78	-12.18	12.18	-0.9675	0	308.3	0	308.3	0	308.3	0	536.4	308.3	536.4	28.35	0.2166	15	27.16	0	0	0	4.591	-0.2508	1.229	4.47	2.492e-06	12.16	0	1	0	1	0	1.74	-54960	-175100	-27.35	-13.08	13.08	-1.428	0	-49290	-172400	-36.48	-10.84	10.84	-0.5636	0.001	168.3	1.702	0.0009618	-0.00029	0.00029	-0.00087	0.701	1026	307.4	410.9	307.3	2.081	1.243	1.041	1.041	139.1	5.23
-28940	-119700	-68.83	-10.58	10.58	0.869	2.764	306.2	51.55	37.74	243.1	63.08	29.39	21.51	13.81	7.873	0.4642	1.279	8.882e-15	5.803	3.509e-05	0	0	-5.907	0.1613	0.9574	1.983	-7.736	5.803	0.1684	0.1233	0.794	0.206	0.09597	0.07026	-29070	-119100	-62.02	-10.79	10.79	0.7862	2.423	-27460	-117700	-65.53	-10.63	10.63	0.828	2.576	148.9	0.8269	0.7674	-0.3739	-0.4061	-0.533	0.0856	653.7	177.3	458	18.43	2.555	2.345	0.8644	0.6861	121.1	3.66
-36970	-172400	-123	-10.75	10.75	3.377	2.674	311.2	47.29	24.32	239.6	71.61	64.31	33.08	22.96	31.23	26.9	0.5794	4.17	22.05	0	0	0	-13.06	-0.0213	0.9379	8.345	3.354	17.88	0.1519	0.07815	0.7699	0.2301	0.2066	0.1063	-37160	-170900	-111.2	-10.9	10.9	3.044	2.702	-34950	-170000	-117.3	-10.94	10.94	3.071	2.483	161.8	0.8894	0.7024	0.03568	0.01756	-0.7013	0.2262	478.6	145	259.7	73.88	2.012	1.96	1.099	0.9323	132.9	1.13
-39260	-176500	-87.03	-11.03	11.03	0.04434	1.667	344	74.03	83.38	263.8	80.17	106.3	119.7	9.354	13.43	15.23	6.925	-3.309	8.839	0.0002921	0	0	-1.263	-0.08413	0.9011	6.752	-1.355	12.15	0.2152	0.2424	0.7669	0.2331	0.309	0.348	-39430	-175000	-79.47	-10.73	10.73	0.00387	1.788	-36940	-173100	-82.44	-11.04	11.04	-0.05227	1.723	178.7	0.9074	0.4624	0.4005	-0.2311	-0.002425	0.05889	822.3	175.1	616	31.13	2.533	2.722	1.094	0.6606	141.2	4.79
-17280	-64240	24.49	-9.165	9.165	0.4489	0.1695	251.7	105.6	97.08	177.2	74.43	93.82	86.23	8.548	7.593	18.27	0.4143	0.8141	17.94	9.306e-05	0	0	-0.9215	0.06187	0.8289	11.6	-0.9733	17.13	0.4197	0.3857	0.7043	0.2957	0.3728	0.3426	-17340	-64030	24.62	-9.093	9.093	0.3299	0.08556	-16490	-63150	22.61	-9.312	9.312	0.2767	0.2052	114.3	0.7424	0.04543	0.03917	0.023	-0.0009556	0.04962	174	67.95	104.4	1.605	1.598	1.567	1.271	0.3491	91.75	2.95
