"SAMPLE_ID"	"TOX21_ID"	"CAS"	"PUBCHEM_SID"	"SAMPLE_NAME"	"PURITY_RATING"	"PURITY_RATING_4M"	"PUBCHEM_CID"	"LAST_MODIFIED"	"SMILES"
"NCGC00254019-01"	"Tox21_300042"	"108-95-2"	144210362	"Phenol"	"A"	"A"	"996"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccccc1"
"NCGC00254844-01"	"Tox21_300942"	"487-06-9"	144211259	"5,7-Dimethoxy-2H-chromen-2-one"	"A"	"A"	"2775"	16-JAN-19 01.02.54.000000000 PM	"COc2cc(cc1OC(=O)C=Cc12)OC"
"NCGC00255227-01"	"Tox21_302371"	"36505-84-7"	144212688	"Buspirone"	"A"	"A"	"2477"	16-JAN-19 01.02.54.000000000 PM	"O=C4CC1(CCCC1)CC(=O)N4CCCCN2CCN(CC2)c3ncccn3"
"NCGC00254486-01"	"Tox21_300498"	"3147-75-9"	144210816	"Octrizole"	"A"	"A"	"62485"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(C)CC(C)(C)c1cc(c(O)cc1)n2nc3ccccc3n2"
"NCGC00254123-01"	"Tox21_300284"	"96-23-1"	144210604	"1,3-Dichloro-2-propanol"	"AC"	"A"	"7289"	16-JAN-19 01.02.54.000000000 PM	"ClCC(O)CCl"
"NCGC00181354-01"	"Tox21_112812"	"40516-48-1"	144206365	"Tretinoin tocoferil"	"F"	""	"5282180"	16-JAN-19 01.02.54.000000000 PM	"CC=3CCCC(C)(C)C=3/C=CC(\C)=C\C=CC(/C)=C/C(=O)Oc2c(C)c(C)c1O[C@@](C)(CCc1c2C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C"
"NCGC00182072-02"	"Tox21_113149"	"70-07-5"	144206700	"Mephenoxalone"	"A"	"A"	"6257"	16-JAN-19 01.02.54.000000000 PM	"COc2ccccc2OCC1CNC(=O)O1"
"NCGC00182851-01"	"Tox21_113612"	"1247-42-3"	144207161	"Meprednisone"	"A"	"A"	"5284587"	16-JAN-19 01.02.54.000000000 PM	"OCC(=O)[C@@]3(O)[C@@H](C)C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4C(=O)C[C@@]23C"
"NCGC00259866-01"	"Tox21_202317"	"120-80-9"	144209515	"Catechol"	"A"	"A"	"289"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccccc1O"
"NCGC00258439-01"	"Tox21_200885"	"2210-79-9"	144208083	"o-Cresyl glycidyl ether"	"A"	"A"	"16640"	16-JAN-19 01.02.54.000000000 PM	"Cc2ccccc2OCC1CO1"
"NCGC00260227-01"	"Tox21_202679"	"26576-85-2"	144209877	"1-Butyl-3-methylpyridinium bromide"	"A"	"Z"	"12248306"	16-JAN-19 01.02.54.000000000 PM	"[Br-].Cc1ccc[n+](CCCC)c1"
"NCGC00258632-01"	"Tox21_201079"	"29927-08-0"	144208277	"2-Amino-5,6-dimethylbenzothiazole"	"A"	"A"	"34757"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc2nc(N)sc2cc1C"
"NCGC00161419-02"	"Tox21_111995"	"NOCAS_47817"	144205548	"Trimetrexate"	"D"	""	"45006154"	16-JAN-19 01.02.54.000000000 PM	"Cl.Cl.Cl.COc1cc(cc(OC)c1OC)NCc2ccc3nc(N)nc(N)c3c2C"
"NCGC00258965-01"	"Tox21_201414"	"834-12-8"	144208612	"Ametryn"	"A"	"A"	"13263"	16-JAN-19 01.02.54.000000000 PM	"CSc1nc(NCC)nc(NC(C)C)n1"
"NCGC00258085-01"	"Tox21_200531"	"505-48-6"	144207729	"Octanedioic acid"	"A"	"A"	"10457"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCCCCC(=O)O"
"NCGC00259256-01"	"Tox21_201707"	"95-94-3"	144208905	"1,2,4,5-Tetrachlorobenzene"	"A"	"Ac"	"7270"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(Cl)c(Cl)cc1Cl"
"NCGC00257125-01"	"Tox21_303137"	"753-73-1"	144213454	"Dimethyltin dichloride"	"A"	""	"12955"	16-JAN-19 01.02.54.000000000 PM	"C[Sn](C)(Cl)Cl"
"NCGC00260046-01"	"Tox21_202497"	"NOCAS_33326"	144209695	"Chlorowax 500C"	"F"	"F"	"6537498"	16-JAN-19 01.02.54.000000000 PM	"ClC(CC(Cl)CC)C(Cl)C(Cl)C(Cl)C(C)Cl"
"NCGC00255571-01"	"Tox21_302229"	"3521-62-8"	144212546	"Erythromycin estolate"	"D"	""	"441371"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)OCCCCCCCCCCCC.CCC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C"
"NCGC00260649-01"	"Tox21_203104"	"NOCAS_49545"	144210302	"NTP Mix90 ER AR1 18-EQP"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00257801-01"	"Tox21_200247"	"80226-00-2"	144207445	"(-)-Enterodiol"	"A"	"A"	"115089"	16-JAN-19 01.02.54.000000000 PM	"Oc2cc(C[C@@H](CO)[C@@H](Cc1cccc(O)c1)CO)ccc2"
"NCGC00259235-01"	"Tox21_201686"	"427-51-0"	144208884	"Cyproterone acetate"	"A"	"A"	"9880"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)[C@@]4(OC(C)=O)CC[C@H]3[C@@H]5C=C(Cl)C2=CC(=O)[C@@H]1C[C@@H]1[C@]2(C)[C@H]5CC[C@@]34C"
"NCGC00256882-01"	"Tox21_302661"	"2897-60-1"	144212978	"Diethoxy(methyl)[3-(oxiran-2-ylmethoxy)propyl]silane"	"F"	"F"	"62467"	16-JAN-19 01.02.54.000000000 PM	"C[Si](CCCOCC1CO1)(OCC)OCC"
"NCGC00257425-01"	"Tox21_303580"	"17696-61-6"	144213885	"sec-Butylparaben"	"A"	"A"	"86607"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1)C(=O)OC(C)CC"
"NCGC00259903-01"	"Tox21_202354"	"5153-25-3"	144209552	"2-Ethylhexylparaben"	"A"	"A"	"107377"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1)C(=O)OCC(CC)CCCC"
"NCGC00257910-01"	"Tox21_200356"	"75-26-3"	144207554	"2-Bromopropane"	"FNS"	""	"6358"	16-JAN-19 01.02.54.000000000 PM	"BrC(C)C"
"NCGC00258101-01"	"Tox21_200547"	"331717-63-6"	144207745	"1-Ethyl-3-methylimidazolium thiocyanate"	"A"	"A"	"16211115"	16-JAN-19 01.02.54.000000000 PM	"N#C[S-].C[n+]1ccn(CC)c1"
"NCGC00257266-01"	"Tox21_303551"	"67-47-0"	144213856	"5-(Hydroxymethyl)-2-furfural"	"A"	"A"	"237332"	16-JAN-19 01.02.54.000000000 PM	"O=Cc1ccc(CO)o1"
"NCGC00257443-01"	"Tox21_303614"	"106-45-6"	144213919	"4-Thiocresol"	"F"	"A"	"7811"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccc(S)cc1"
"NCGC00258619-01"	"Tox21_201066"	"112-24-3"	144208264	"Triethylenetetramine"	""	""	"5565"	16-JAN-19 01.02.54.000000000 PM	"NCCNCCNCCN"
"NCGC00257726-01"	"Tox21_200172"	"607-91-0"	144207370	"Myristicin"	"A"	"A"	"4276"	16-JAN-19 01.02.54.000000000 PM	"C=CCc1cc2OCOc2c(c1)OC"
"NCGC00259157-01"	"Tox21_201608"	"108-59-8"	144208806	"Dimethyl malonate"	"B"	"Ac"	"7943"	16-JAN-19 01.02.54.000000000 PM	"O=C(OC)CC(=O)OC"
"NCGC00015081-04"	"Tox21_111208_1"	"75529-73-6"	170466525	"Amperozide hydrochloride"	"A"	""	"73334"	16-JAN-19 01.02.54.000000000 PM	"Cl.Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)NCC)c3ccc(F)cc3"
"NCGC00015269-06"	"Tox21_110119_1"	"68550-75-4"	170466220	"Cilostamide"	"A"	""	"2753"	16-JAN-19 01.02.54.000000000 PM	"CN(C1CCCCC1)C(=O)CCCOc2ccc3NC(=O)C=Cc3c2"
"NCGC00015520-11"	"Tox21_110168_1"	"127-07-1"	170465025	"Hydroxyurea"	"F"	""	"3657"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)NO"
"NCGC00015715-08"	"Tox21_110203_1"	"53179-07-0"	170466483	"Nisoxetine"	"A"	""	"4500"	16-JAN-19 01.02.54.000000000 PM	"COc2ccccc2OC(CCNC)c1ccccc1"
"NCGC00015387-06"	"Tox21_113576_1"	"56-06-4"	170466674	"2,4-Diamino-6-hydroxypyrimidine"	"Z"	""	"2944"	16-JAN-19 01.02.54.000000000 PM	"NC1=CC(=O)N=C(N)N1"
"NCGC00015836-12"	"Tox21_110239_1"	"28797-61-7"	170465793	"Pirenzepine"	"A"	""	"4848"	16-JAN-19 01.02.54.000000000 PM	"O=C(CN1CCN(C)CC1)N4c2ccccc2C(=O)Nc3cccnc34"
"NCGC00016850-15"	"Tox21_110645_1"	"41859-67-0"	170465743	"Bezafibrate"	"A"	""	"39042"	16-JAN-19 01.02.54.000000000 PM	"O=C(NCCc1ccc(OC(C)(C)C(=O)O)cc1)c2ccc(Cl)cc2"
"NCGC00024665-10"	"Tox21_110916_1"	"20229-30-5"	170466339	"Metitepine"	"A"	""	"4106"	16-JAN-19 01.02.54.000000000 PM	"CN1CCN(CC1)C2Cc4ccccc4Sc3ccc(SC)cc23"
"NCGC00091835-10"	"Tox21_111170_1"	"55-86-7"	170465017	"Chlormethine"	"Z"	""	"5935"	16-JAN-19 01.02.54.000000000 PM	"Cl.ClCCN(C)CCCl"
"NCGC00016385-08"	"Tox21_110410_1"	"127-71-9"	170465133	"Sulfabenzamide"	"A"	""	"5319"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2"
"NCGC00018250-06"	"Tox21_110671_1"	"61318-91-0"	170465344	"Sulconazole nitrate"	"A"	""	"65495"	16-JAN-19 01.02.54.000000000 PM	"[O-][N+](=O)O.Clc3ccc(C(SCc1ccc(Cl)cc1)Cn2ccnc2)c(Cl)c3"
"NCGC00018261-06"	"Tox21_111395_1"	"6724-53-4"	170466435	"Perhexiline"	"A"	""	"5284439"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)\C=C/C(=O)O.C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3"
"NCGC00095196-06"	"Tox21_111484_1"	"27591-97-5"	170466150	"Tilorone"	"A"	""	"5475"	16-JAN-19 01.02.54.000000000 PM	"CCN(CC)CCOc2ccc3c1ccc(cc1C(=O)c3c2)OCCN(CC)CC"
"NCGC00016528-05"	"Tox21_110476_1"	"637-32-1"	170464800	"Proguanil hydrochloride"	"A"	""	"9570076"	16-JAN-19 01.02.54.000000000 PM	"Cl.Clc1ccc(NC(=N)NC(=N)NC(C)C)cc1"
"NCGC00016599-04"	"Tox21_110515_1"	"2022-85-7"	170465407	"Flucytosine"	"Z"	""	"3366"	16-JAN-19 01.02.54.000000000 PM	"FC1=CNC(=O)N=C1N"
"NCGC00023648-04"	"Tox21_110889_1"	"382-67-2"	170464795	"Desoximetasone"	"A"	""	"5311067"	16-JAN-19 01.02.54.000000000 PM	"OCC(=O)[C@H]4[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C"
"NCGC00023902-09"	"Tox21_110893_1"	"63-05-8"	170465907	"4-Androstene-3,17-dione"	"A"	""	"6128"	16-JAN-19 01.02.54.000000000 PM	"O=C2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C"
"NCGC00015208-19"	"Tox21_110099_1"	"69-22-7"	170464929	"Caffeine"	"A"	""	"6241"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C(O)(CC(=O)O)CC(=O)O.O=C2c1n(C)cnc1N(C)C(=O)N2C"
"NCGC00015252-12"	"Tox21_110112_1"	"129-03-3"	170465127	"Cyproheptadine hydrochloride"	"A"	""	"2913"	16-JAN-19 01.02.54.000000000 PM	"CN1CC\C(CC1)=C2\c4ccccc4C=Cc3ccccc23"
"NCGC00159421-03"	"Tox21_111653_1"	"484-23-1"	170466387	"Dihydralazine"	"Z"	""	"10230"	16-JAN-19 01.02.54.000000000 PM	"NNc2nnc(NN)c1ccccc12"
"NCGC00160540-03"	"Tox21_111883_1"	"1824-58-4"	170465925	"Ethiazide"	"A"	""	"15763"	16-JAN-19 01.02.54.000000000 PM	"NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)CC)cc2Cl"
"NCGC00166142-04"	"Tox21_110460_1"	"537-12-2"	170465536	"Diperodon hydrochloride"	"A"	""	"10830"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=C(Nc1ccccc1)OCC(OC(=O)Nc2ccccc2)CN3CCCCC3"
"NCGC00179332-03"	"Tox21_110677_1"	"65473-14-5"	170464903	"Naftifine hydrochloride"	"A"	""	"5281098"	16-JAN-19 01.02.54.000000000 PM	"Cl.CN(C\C=C\c1ccccc1)Cc3cccc2ccccc23"
"NCGC00163468-05"	"Tox21_111493_1"	"50-07-7"	170464814	"Mitomycin C"	"A"	""	"5746"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)OC[C@@H]3C=1C(=O)C(N)=C(C)C(=O)C=1N2C[C@@H]4N[C@@H]4[C@@]23OC"
"NCGC00249900-01"	"Tox21_113676"	"71574-35-1"	170465551	"Glyceryl 1-(2-aminobenzoate)"	"A"	"A"	"10330781"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccccc1C(=O)OCC(O)CO"
"NCGC00163886-05"	"Tox21_113416_1"	"299-84-3"	170466415	"Fenchlorphos"	"F"	""	"9298"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(OP(=S)(OC)OC)c(Cl)cc1Cl"
"NCGC00241097-03"	"Tox21_113366_1"	"387867-13-2"	170466826	"Tandutinib"	"A"	""	"3038522"	16-JAN-19 01.02.54.000000000 PM	"CC(C)Oc1ccc(cc1)NC(=O)N2CCN(CC2)c5ncnc4cc(OCCCN3CCCCC3)c(OC)cc45"
"NCGC00167560-02"	"Tox21_112555_1"	"54-96-6"	170466846	"3,4-Diaminopyridine"	"Z"	""	"5918"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccncc1N"
"NCGC00159389-04"	"Tox21_111625_1"	"104-06-3"	170466436	"Amithiozone"	"A"	""	"9568512"	16-JAN-19 01.02.54.000000000 PM	"O=C(C)Nc1ccc(cc1)\C=N\NC(N)=S"
"NCGC00159393-03"	"Tox21_111630_1"	"537-55-3"	170465742	"N-Acetyl-L-tyrosine"	"A"	""	"68310"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(C[C@H](NC(C)=O)C(=O)O)cc1"
"NCGC00253728-01"	"Tox21_113847"	"100-76-5"	170466683	"Quinuclidine"	"Z"	"Fns"	"7527"	16-JAN-19 01.02.54.000000000 PM	"C1CN2CCC1CC2"
"NCGC00249927-01"	"Tox21_113703"	"154-82-5"	170466023	"Simetride"	"A"	"A"	"71622"	16-JAN-19 01.02.54.000000000 PM	"O=C(COc1ccc(CCC)cc1OC)N2CCN(CC2)C(=O)COc3ccc(CCC)cc3OC"
"NCGC00253710-01"	"Tox21_113830"	"39219-28-8"	170466315	"Promestriene"	"F"	"A"	"71717"	16-JAN-19 01.02.54.000000000 PM	"CCCOc3cc4CC[C@@H]1[C@H](CC[C@]2(C)C(CC[C@@H]12)OC)c4cc3"
"NCGC00255601-01"	"Tox21_301763"	"2433-14-9"	144212080	"4-Cyclohexylcyclohexanol"	"A"	"A"	"75518"	16-JAN-19 01.02.54.000000000 PM	"OC1CCC(CC1)C2CCCCC2"
"NCGC00255631-01"	"Tox21_301379"	"7681-82-5"	144211696	"Sodium iodide"	""	""	"5238"	16-JAN-19 01.02.54.000000000 PM	"I[Na]"
"NCGC00256018-01"	"Tox21_301779"	"142-19-8"	144212096	"Prop-2-en-1-yl heptanoate"	"A"	"Ac"	"8878"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCCCCC)OCC=C"
"NCGC00256923-01"	"Tox21_302676"	"105-21-5"	144212993	"1,4-Heptanolide"	"A"	"A"	"7742"	16-JAN-19 01.02.54.000000000 PM	"O=C1CCC(CCC)O1"
"NCGC00256816-01"	"Tox21_302514"	"55-06-1"	144212831	"3,3',5-Triiodo-l-thyronine sodium salt"	"A"	"B"	"23666110"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]C(=O)[C@@H](N)Cc2cc(I)c(Oc1cc(I)c(O)cc1)c(I)c2"
"NCGC00256817-01"	"Tox21_302528"	"2499-59-4"	144212845	"Octyl prop-2-enoate"	"A"	"Ac"	"17258"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCCCOC(=O)C=C"
"NCGC00256991-01"	"Tox21_303160"	"90-16-4"	144213477	"1,2,3-Benzotriazin-4(1H)-one"	"A"	"A"	"7006"	16-JAN-19 01.02.54.000000000 PM	"O=C2N=NNc1ccccc12"
"NCGC00257032-01"	"Tox21_303202"	"101-72-4"	144213519	"N-Isopropyl-N'-phenyl-p-phenylenediamine"	"A"	"C"	"7573"	16-JAN-19 01.02.54.000000000 PM	"CC(C)Nc1ccc(cc1)Nc2ccccc2"
"NCGC00257062-01"	"Tox21_303067"	"16219-75-3"	144213384	"5-Ethylidene-2-norbornene"	"Fns"	""	"27756"	16-JAN-19 01.02.54.000000000 PM	"CC=C2CC1C=CC2C1"
"NCGC00257813-01"	"Tox21_200259"	"2402-79-1"	144207457	"2,3,5,6-Tetrachloropyridine"	"AC"	"B"	"16990"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(Cl)c(Cl)nc1Cl"
"NCGC00257165-01"	"Tox21_303180"	"92-48-8"	144213497	"6-Methyl coumarin"	"A"	"A"	"7092"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccc2OC(=O)C=Cc2c1"
"NCGC00257184-01"	"Tox21_303195"	"3290-92-4"	144213512	"Trimethylolpropane trimethacrylate"	"Ac"	"Ac"	"18689"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCC(COC(=O)C(=C)C)(CC)COC(=O)C(=C)C)C(=C)C"
"NCGC00257632-01"	"Tox21_200078"	"90-51-7"	144207276	"6-Amino-4-hydroxynaphthalene-2-sulfonic acid"	"A"	"C"	"7022"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)c1cc(O)c2cc(N)ccc2c1"
"NCGC00257929-01"	"Tox21_200375"	"92-59-1"	144207573	"N-Ethyl-N-phenyl benzylamine"	"A"	"A"	"7098"	16-JAN-19 01.02.54.000000000 PM	"CCN(Cc1ccccc1)c2ccccc2"
"NCGC00257299-01"	"Tox21_303512"	"24468-13-1"	144213820	"Carbonochloridic acid, 2-ethylhexyl ester"	"F"	"F"	"62783"	16-JAN-19 01.02.54.000000000 PM	"O=C(Cl)OCC(CCCC)CC"
"NCGC00257357-01"	"Tox21_303656"	"129453-61-8"	144213958	"Fulvestrant"	"F"	"F"	"104741"	16-JAN-19 01.02.54.000000000 PM	"FC(F)(F)C(F)(F)CCCS(=O)CCCCCCCCC[C@@H]2Cc1cc(O)ccc1[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]23"
"NCGC00258225-01"	"Tox21_200671"	"4252-78-2"	144207869	"2,2',4'-Trichloroacetophenone"	"D"	""	"20250"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCl)c1ccc(Cl)cc1Cl"
"NCGC00258747-01"	"Tox21_201195"	"83-66-9"	144208393	"Musk ambrette"	"A"	"Ac"	"6753"	16-JAN-19 01.02.54.000000000 PM	"COc1c(cc(c(C)c1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C"
"NCGC00258352-01"	"Tox21_200798"	"7727-21-1"	144207996	"Potassium persulfate"	""	""	"24412"	16-JAN-19 01.02.54.000000000 PM	"[K+].[K+].O=S(=O)([O-])OOS([O-])(=O)=O"
"NCGC00258355-01"	"Tox21_200801"	"106-95-6"	144207999	"Allyl bromide"	"D"	""	"7841"	16-JAN-19 01.02.54.000000000 PM	"BrCC=C"
"NCGC00258561-01"	"Tox21_201008"	"120-37-6"	144208206	"3-Ethylamino-4-methylphenol"	"A"	"D"	"8428"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(C)c(NCC)c1"
"NCGC00259051-01"	"Tox21_201500"	"54827-17-7"	144208698	"3,3',5,5'-Tetramethylbenzidine"	"A"	"A"	"41206"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc(cc(C)c1N)c2cc(C)c(N)c(C)c2"
"NCGC00259031-01"	"Tox21_201480"	"538-23-8"	144208678	"Tricaprylin"	"A"	"F"	"10850"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCCCCCC)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCC"
"NCGC00259209-01"	"Tox21_201660"	"2451-62-9"	144208858	"Triglycidyl isocyanurate"	"A"	"B"	"17142"	16-JAN-19 01.02.54.000000000 PM	"O=C4N(CC1CO1)C(=O)N(CC2CO2)C(=O)N4CC3CO3"
"NCGC00259246-01"	"Tox21_201697"	"110-80-5"	144208895	"2-Ethoxyethanol"	"A"	"A"	"8076"	16-JAN-19 01.02.54.000000000 PM	"CCOCCO"
"NCGC00259252-01"	"Tox21_201703"	"86-74-8"	144208901	"Carbazole"	"A"	"A"	"6854"	16-JAN-19 01.02.54.000000000 PM	"c1cccc2nc3ccccc3c12"
"NCGC00259733-01"	"Tox21_202184"	"79277-27-3"	144209382	"Thifensulfuron-methyl"	"C"	"C"	"73674"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(NC(=O)Nc1nc(C)nc(OC)n1)c2ccsc2C(=O)OC"
"NCGC00259326-01"	"Tox21_201777"	"608-73-1"	144208975	"1,2,3,4,5,6-Hexachlorocyclohexane"	"D"	""	"727"	16-JAN-19 01.02.54.000000000 PM	"ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl"
"NCGC00260144-01"	"Tox21_202596"	"59536-65-1"	144209794	"Polybrominated biphenyls (PBB)"	"F"	"F"	"158629"	16-JAN-19 01.02.54.000000000 PM	"Brc2ccc(c1cc(Br)c(Br)c(Br)c1)c(Br)c2Br"
"NCGC00259423-01"	"Tox21_201874"	"84-66-2"	144209072	"Diethyl phthalate"	"A"	"A"	"6781"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCC)c1ccccc1C(=O)OCC"
"NCGC00260110-01"	"Tox21_202561"	"2235-54-3"	144209759	"Ammonium dodecyl sulfate"	"F"	"A"	"16700"	16-JAN-19 01.02.54.000000000 PM	"[NH4+].[O-]S(=O)(=O)OCCCCCCCCCCCC"
"NCGC00259916-01"	"Tox21_202367"	"150-76-5"	144209565	"4-Methoxyphenol"	"A"	"A"	"9015"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(OC)cc1"
"NCGC00260070-01"	"Tox21_202521"	"2437-29-8"	144209719	"Malachite green oxalate"	"D"	""	"2724411"	16-JAN-19 01.02.54.000000000 PM	"C/[N+](C)=C1\C=C/C(C=C1)=C(/c2ccccc2)c3ccc(cc3)N(C)C.[O-]C(=O)C(=O)O.[O-]C(=O)C(=O)O.O=C(O)C(=O)O.CN(C)c1ccc(cc1)C(\c2ccccc2)=C3/C=C/C(C=C3)=[N+](/C)C"
"NCGC00259711-01"	"Tox21_202162"	"59756-60-4"	144209360	"Fluridone"	"A"	"A"	"43079"	16-JAN-19 01.02.54.000000000 PM	"CN1C=C(C(=O)C(=C1)c2cc(ccc2)C(F)(F)F)c3ccccc3"
"NCGC00260210-01"	"Tox21_202662"	"623580-02-9"	144209860	"1-Butyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide"	"FNS"	""	"12184311"	16-JAN-19 01.02.54.000000000 PM	"FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[N+]1(CCCC)CCCCC1"
"NCGC00260214-01"	"Tox21_202666"	"NOCAS_49385"	144209864	"1-Butyl-1-methylpiperidinium hexafluorophosphate"	"A"	"A"	"57369982"	16-JAN-19 01.02.54.000000000 PM	"F[P-](F)(F)(F)(F)F.C[N+]1(CCCC)CCCCC1"
"NCGC00260400-01"	"Tox21_202854"	"60-82-2"	144210052	"Phloretin"	"A"	"A"	"4788"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCc1ccc(O)cc1)c2c(O)cc(O)cc2O"
"NCGC00357074-01"	"Tox21_303783"	"4385-05-1"	251919806	"N,N-Dimethyl-2-(morpholin-4-yl)ethanamine"	"Ac"	""	"78091"	16-JAN-19 01.02.54.000000000 PM	"CN(C)CCN1CCOCC1"
"NCGC00260458-01"	"Tox21_202912"	"321-60-8"	144210110	"2-Fluorobiphenyl"	"A"	"A"	"67579"	16-JAN-19 01.02.54.000000000 PM	"Fc2ccccc2c1ccccc1"
"NCGC00274085-01"	"Tox21_111176_1"	"30964-13-7"	170466869	"1,5-Dicaffeoylquinic acid"	"A"	""	"122685"	16-JAN-19 01.02.54.000000000 PM	"O[C@H]2[C@H](O)C[C@](C[C@H]2OC(=O)C=Cc1ccc(O)c(O)c1)(OC(=O)C=Cc3ccc(O)c(O)c3)C(=O)O"
"NCGC00262920-01"	"Tox21_113916"	"1939-27-1"	170466712	"3-Trifluoromethylisobutyranilide"	"A"	"A"	"137264"	16-JAN-19 01.02.54.000000000 PM	"O=C(Nc1cc(ccc1)C(F)(F)F)C(C)C"
"NCGC00357147-01"	"Tox21_303890"	"100-80-1"	251919644	"3-Methylstyrene"	"Ac"	""	"7529"	16-JAN-19 01.02.54.000000000 PM	"Cc1cccc(C=C)c1"
"NCGC00357025-01"	"Tox21_303709"	"16484-77-8"	251919712	"Mecoprop-P"	"A"	""	"185588"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(C)c(O[C@H](C)C(=O)O)cc1"
"NCGC00357066-01"	"Tox21_303774"	"135-02-4"	251919864	"2-Methoxybenzaldehyde"	"A"	""	"8658"	16-JAN-19 01.02.54.000000000 PM	"COc1ccccc1C=O"
"NCGC00357173-01"	"Tox21_303934"	"1569-60-4"	251919874	"6-Methylhept-5-en-2-ol"	"A"	""	"20745"	16-JAN-19 01.02.54.000000000 PM	"C/C(C)=C\CCC(C)O"
"NCGC00260241-01"	"Tox21_202693"	"203389-28-0"	144209891	"1-Butylpyridinium tetrafluoroborate"	"FNS"	""	"2734180"	16-JAN-19 01.02.54.000000000 PM	"F[B-](F)(F)F.CCCC[n+]1ccccc1"
"NCGC00013103-01"	"Tox21_110011"	"150-30-1"	144203562	"Phenylalanine"	"F"	""	"994"	16-JAN-19 01.02.54.000000000 PM	"NC(Cc1ccccc1)C(=O)O"
"NCGC00016723-01"	"Tox21_110582"	"16773-42-5"	144204133	"Ornidazole"	"A"	"A"	"28061"	16-JAN-19 01.02.54.000000000 PM	"Cc1ncc([N+]([O-])=O)n1CC(O)CCl"
"NCGC00016649-01"	"Tox21_110544"	"4574-60-1"	144204095	"Atropine-N-oxide hydrochloride"	"A"	"A"	"6419888"	16-JAN-19 01.02.54.000000000 PM	"Cl.C[N+]2([O-])[C@H]1C[C@@H](C[C@@H]2CC1)OC(=O)C(CO)c3ccccc3"
"NCGC00015996-02"	"Tox21_110276"	"51012-33-0"	144203827	"Tiapride hydrochloride"	"A"	"A"	"5702214"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=S(C)(=O)c1cc(c(OC)cc1)C(=O)NCCN(CC)CC"
