condition_concept_name	organ_type
Aphonia	
Dysphasia	
Dysphemia	
Incoherent	
Logorrhoea	
Amyotrophic lateral sclerosis	
Serotonin syndrome	
Carpal tunnel syndrome	
Peroneal nerve palsy	
Radial nerve palsy	
Neuropathy peripheral	
Petit mal epilepsy	
Grand mal convulsion	
Abnormal dreams	
Sleep paralysis	
Sleep talking	
Somnambulism	
Initial insomnia	
Middle insomnia	
Terminal insomnia	
Poor quality sleep	
Lumbar radiculopathy	
Hypertonic bladder	
Radiculopathy	
Seizure	
Early morning awakening	
Abortion incomplete	
Abortion spontaneous	
Abortion threatened	
Foetal disorder	
Arrested labour	
Induced labour	
Premature labour	
Premature rupture of membranes	
Cephalo-pelvic disproportion	
Antepartum haemorrhage	
Pre-eclampsia	
Pregnancy induced hypertension	
Cervical incompetence	
Ectopic pregnancy	
Premature baby	
Respiratory disorder neonatal	
Lactation disorder	
Suppressed lactation	
Postpartum depression	
Twin pregnancy	
Normal newborn	
Chloasma	
Live birth	
Pregnancy	
Uterine contractions during pregnancy	
Pregnancy after post coital contraception	
Pregnancy on contraceptive	
Pregnancy on oral contraceptive	
Pregnancy with contraceptive device	
Unintended pregnancy	
Adjustment disorder with mixed disturbance of emotion and conduct	
Bereavement reaction	
Generalised anxiety disorder	
Tension	
Agoraphobia	
Fear	
Fear of death	
Obsessive thoughts	
Obsessive-compulsive disorder	
Panic attack	
Panic disorder	
Panic reaction	
Burnout syndrome	
Post-traumatic stress disorder	
Attention deficit/hyperactivity disorder	
Daydreaming	
Expressive language disorder	
Screaming	
Delirium	
Depression suicidal	
Major depression	
Anhedonia	
Decreased interest	
Depressed mood	
Depressive symptom	
Feeling guilty	
Feeling of despair	
Tearfulness	
Dissociation	
Delusion	
Hallucination, auditory	
Morbid thoughts	
Impulse-control disorder	
Trichotillomania	
Bipolar disorder	
Mania	
Flat affect	
Anger	
Dysphoria	
Emotional distress	
Euphoric mood	
Frustration	
Mood altered	
Premenstrual syndrome	
Mood swings	
Affective disorder	
Homicidal ideation	
Paranoia	
Social avoidant behaviour	
Violence-related symptom	
Borderline personality disorder	
Hyperventilation	
Hypervigilance	
Psychiatric symptom	
Throat tightness	
Mental disorder	
Mental status changes	
Enuresis	
Alcoholism	
Dependence	
Drug abuse	
Nicotine dependence	
Psychotic disorder	
Schizoaffective disorder	
Schizophrenia	
Libido decreased	
Loss of libido	
Dyspareunia	
Vaginismus	
Sleep attacks	
Nightmare	
Sleep disorder	
Completed suicide	
Intentional self-injury	
Self-injurious ideation	
Suicidal behaviour	
Suicidal ideation	
Suicide attempt	
Stress symptoms	
Polysubstance abuse	
Bladder disorder	
Bladder mass	
Bladder prolapse	
Urinary bladder haemorrhage	
Cystitis haemorrhagic	
Cystitis interstitial	
Urinary tract disorder	
Nephritis	
Tubulointerstitial nephritis	
Renal mass	Renal
Renal failure chronic	Renal
Hydronephrosis	Renal
Renal infarct	Renal
Renal tubular necrosis	Renal
Bladder discomfort	
Bladder pain	
Bladder spasm	
Micturition disorder	
Micturition urgency	
Pollakiuria	
Urethral pain	
Urinary retention	
Chromaturia	
Haematuria	
Haemoglobinuria	
Proteinuria	
Urine abnormality	
Urine odour abnormal	
Haemorrhage urinary tract	
Nocturia	
Polyuria	
Renal colic	Renal
Nephrolithiasis	Renal
Calculus ureteric	
Breast hyperplasia	
Breast atrophy	
Breast calcifications	
Breast disorder	
Breast disorder female	
Breast enlargement	
Breast mass	
Breast necrosis	
Nipple disorder	
Breast discharge	
Breast pain	
Breast swelling	
Breast tenderness	
Nipple pain	
Cervical dysplasia	
Cervix disorder	
Menopausal symptoms	
Atrophic vulvovaginitis	
Postmenopausal haemorrhage	
Dysmenorrhoea	
Menstrual disorder	
Metrorrhagia	
Menometrorrhagia	
Menorrhagia	
Polymenorrhoea	
Fallopian tube disorder	
Ovarian disorder	
Ovarian enlargement	
Ovarian torsion	
Ovulation pain	
Penile pain	
Genital disorder female	
Genital haemorrhage	
Reproductive tract disorder	
Infertility	
Infertility female	
Pelvic prolapse	
Uterine prolapse	
Adnexa uteri cyst	
Adnexa uteri pain	
Adenomyosis	
Endometrial disorder	
Endometrial hyperplasia	
Endometrial hypertrophy	
Endometriosis	
Uterine disorder	
Uterine enlargement	
Uterine haemorrhage	
Uterine mass	
Uterine pain	
Uterine stenosis	
Uterine spasm	
Vaginal disorder	
Vaginal haemorrhage	
Vaginal obstruction	
Vulvar dysplasia	
Vulvovaginal adhesion	
Haematocolpos	
Vaginal discharge	
Vaginal odour	
Vulval oedema	
Vulvovaginal burning sensation	
Vulvovaginal dryness	
Vulvovaginal pain	
Vulvovaginal pruritus	
Vaginal pain	
Bronchitis chronic	
Chronic obstructive pulmonary disease	Pulmonary
Obstructive airways disorder	Pulmonary
Wheezing	
Alveolitis	
Pneumonitis	
Atelectasis	Pulmonary
Pulmonary fibrosis	Pulmonary
Pleurisy	
Pleural effusion	
Pneumothorax	
Pulmonary hypertension	Pulmonary
Pulmonary infarction	Pulmonary
Pulmonary thrombosis	Pulmonary
Respiratory distress	
Tachypnoea	
Hypoxia	
Cough	
Productive cough	
Sputum discoloured	
Pleuritic pain	
Pulmonary haemorrhage	Pulmonary
Acute respiratory failure	
Chronic respiratory failure	
Pulmonary mass	Pulmonary
Respiratory disorder	
Respiratory tract congestion	
Choking	
Increased upper airway secretion	
Nasal discomfort	
Postnasal drip	
Rhinorrhoea	
Sneezing	
Diaphragmatic disorder	
Mediastinal mass	
Stridor	
Epistaxis	
Nasal disorder	
Nasal dryness	
Sinus congestion	
Sinus disorder	
Pharyngeal disorder	
Pharyngeal oedema	
Tonsillar hypertrophy	
Hyperkeratosis	
Skin atrophy	
Actinic keratosis	
Dry skin	
Pain of skin	
Parakeratosis	
Scab	
Skin disorder	
Skin lesion	
Skin plaque	
Skin warm	
Swelling face	
Eczema	
Skin irritation	
Pityriasis rosea	
Pityriasis rubra pilaris	
Rash papular	
Photosensitivity reaction	
Pruritus generalised	
Rash pruritic	
Psoriasis	
Rash generalised	
Rash macular	
Rash maculo-papular	
Pigmentation disorder	
Skin nodule	
Acne	
Acne cystic	
Alopecia	
Hypotrichosis	
Anhidrosis	
Hidradenitis	
Hypertrichosis	
Nail discolouration	
Nail disorder	
Hair colour changes	
Hair disorder	
Hair growth abnormal	
Hair texture abnormal	
Seborrhoea	
Haemorrhage subcutaneous	
Skin haemorrhage	
Spider naevus	
Menopause	
Economic problem	
Loss of employment	
Marital problem	
Partner stress	
Breast feeding	
Physical assault	
Alcohol use	
Activities of daily living impaired	
Bedridden	
Breast prosthesis user	
Disability	
Impaired driving ability	
Impaired work ability	
Drug abuser	
Exercise lack of	
Refusal of treatment by patient	
Tobacco user	
Bunion operation	
Knee operation	
Limb operation	
Breast lump removal	
Malignant breast lump removal	
Breast operation	
Breast prosthesis implantation	
Breast reconstruction	
Mastectomy	
Modified radical mastectomy	
Radical mastectomy	
Cardiac ablation	
Eye operation	
Cataract operation	
Abdominal operation	
Laparoscopic surgery	
Gastric banding	
Gastric bypass	
Enterostomy	
Intestinal operation	
Intestinal resection	
Obesity surgery	
Hernia repair	
Appendicectomy	
Colectomy	
Colostomy	
Small intestinal resection	
Transfusion	
Bone marrow transplant	
Dialysis	
Haemodialysis	
Lymphadenectomy	
Thymectomy	
Endodontic procedure	
Periodontal operation	
Wisdom teeth removal	
Cholecystectomy	
Gallbladder operation	
Liver transplant	
Cervical conisation	
Cervix operation	
Abortion induced	
Caesarean section	
Oophorectomy	
Ovarian cystectomy	
Endometrial ablation	
Hysterectomy	
Renal stone removal	
Ureteral stent insertion	
Endotracheal intubation	
Pilonidal sinus repair	
Chemotherapy	
Medical diet	
Radiotherapy	
Adhesiolysis	
Bed rest	
Elective surgery	
Hospitalisation	
Off label use	
Self-medication	
Stent placement	
Suture insertion	
Therapy cessation	
Coronary angioplasty	
Central venous catheterisation	
Breast cosmetic surgery	
Arterial occlusive disease	
Arteriosclerosis	
Ischaemia	
Intermittent claudication	
Peripheral ischaemia	
Raynaud's phenomenon	
Circulatory collapse	
Hypoperfusion	
Peripheral circulatory failure	
Arterial thrombosis	
Embolism	
Embolism venous	
Post thrombotic syndrome	
Thrombosis	
Venous thrombosis	
Arterial thrombosis limb	
Axillary vein thrombosis	
Deep vein thrombosis	
Jugular vein thrombosis	
Pelvic venous thrombosis	
Subclavian vein thrombosis	
Thrombophlebitis	
Thrombophlebitis superficial	
Vena cava thrombosis	
Vein disorder	
Venoocclusive disease	
Peripheral vascular disorder	
Haematoma	
Labile hypertension	
Phlebitis superficial	
Varicose vein	
Thrombocytosis	
Pulseless electrical activity	
Vitreous floaters	
Age-related macular degeneration	
Oral mucosal blistering	
Device expulsion	
Device issue	
Incorrect dose administered by device	
Device difficult to use	
Spinal pain	
Product adhesion issue	
Drug-induced liver injury	Hepatic
Immune reconstitution inflammatory syndrome	
Drug administered to patient of inappropriate age	
H1N1 influenza	
Pubis fracture	
Exposure during breast feeding	
Foetal exposure during pregnancy	
Maternal exposure before pregnancy	
Maternal exposure during pregnancy	
Maternal exposure timing unspecified	
Toxicity to various agents	
Craniocerebral injury	
Uterine perforation	
Amylase increased	
Klebsiella test positive	
Staphylococcus test positive	
Second primary malignancy	
Pelvic cyst	
Ovarian vein thrombosis	
Upper-airway cough syndrome	
Clinically isolated syndrome	
Bone loss	
Premature delivery	
Haemorrhage in pregnancy	
Gestational hypertension	
Menstruation normal	
Psychological trauma	
Injection site bruising	
Drug effect incomplete	
Clostridium difficile infection	
Meniscus injury	
Exposure during pregnancy	
Accidental exposure to product	
Prescribed underdose	
Prescribed overdose	
Endometrial adenocarcinoma	
Invasive ductal breast carcinoma	
Invasive lobular breast carcinoma	
Miliaria	
Candida infection	
Uterine scar	
Intentional product use issue	
Product use issue	
Expired product administered	
Intentional product misuse	
Therapeutic response changed	
Immune thrombocytopenic purpura	
Device defective	
Embedded device	
Anaemia vitamin B12 deficiency	
Pernicious anaemia	
Anaemia macrocytic	
Anaemia megaloblastic	
Anaemia postoperative	
Conjunctival pallor	
Haemorrhagic anaemia	
Hypochromic anaemia	
Microcytic anaemia	
Plasmodium falciparum infection	
Anaemia of chronic disease	
Anaemia of malignant disease	
Nephrogenic anaemia	Renal
Aplastic anaemia	
Bicytopenia	
Bone marrow toxicity	
Febrile bone marrow aplasia	
Granulocytes maturation arrest	
Myeloid maturation arrest	
Ecchymosis	
Haemorrhagic disorder	
Spontaneous haematoma	
Acquired haemophilia	
Antithrombin III deficiency	
Coagulation factor deficiency	
Factor VIII deficiency	
Hypoprothrombinaemia	
Protein C deficiency	
Abnormal clotting factor	
Factor V Leiden mutation	
Hypocoagulable state	
Thrombotic microangiopathy	
Henoch-Schonlein purpura	
Purpura senile	
Vascular purpura	
Blood disorder	
Bone marrow disorder	
Extramedullary haemopoiesis	
Haematotoxicity	
Haemodilution	
Hypergammaglobulinaemia	
Hypocomplementaemia	
Hypoglobulinaemia	
Mastocytosis	
Metastases to bone marrow	
Transfusion reaction	
Bone marrow tumour cell infiltration	
Malignant splenic neoplasm	
Pseudolymphoma	
Histiocytosis haematophagic	
Epstein-Barr virus associated lymphoproliferative disorder	
Lymphoproliferative disorder	
Essential thrombocythaemia	
Myelofibrosis	
Myeloproliferative disorder	
Polycythaemia vera	
Paroxysmal nocturnal haemoglobinuria	
Anaemia haemolytic autoimmune	
Coombs positive haemolytic anaemia	
Evans syndrome	
Haemolytic uraemic syndrome	
Extravascular haemolysis	
Haemolysis	
Intravascular haemolysis	
Jaundice neonatal	
Spherocytic anaemia	
Leukaemia	
Acute leukaemia	
Acute lymphocytic leukaemia	
Acute myeloid leukaemia	
Acute myeloid leukaemia recurrent	
Acute promyelocytic leukaemia	
Chronic lymphocytic leukaemia	
Chronic lymphocytic leukaemia transformation	
Hairy cell leukaemia	
Chronic myeloid leukaemia	
Chronic myeloid leukaemia transformation	
Lymphocytic leukaemia	
Blast crisis in myelogenous leukaemia	
Chronic myelomonocytic leukaemia	
Myelodysplastic syndrome	
Myelodysplastic syndrome transformation	
Myelodysplastic syndrome unclassifiable	
Refractory anaemia	
Refractory anaemia with an excess of blasts	
Central nervous system lymphoma	
Lymph node cancer metastatic	
Lymphoma	
B-cell lymphoma	
B-cell lymphoma recurrent	
B-cell lymphoma stage I	
B-cell lymphoma stage IV	
Diffuse large B-cell lymphoma	
Diffuse large B-cell lymphoma stage III	
Extranodal marginal zone B-cell lymphoma (MALT type)	
Mantle cell lymphoma	
Waldenstrom's macroglobulinaemia	
Adult T-cell lymphoma/leukaemia	
T-cell lymphoma	
Angiocentric lymphoma	
Mycosis fungoides	
Non-Hodgkin's lymphoma	
Non-Hodgkin's lymphoma recurrent	
Leukaemia plasmacytic	
Plasmacytoma	
Gammopathy	
Platelet disorder	
Thrombocythaemia	
Autoimmune thrombocytopenia	
HELLP syndrome	
Heparin-induced thrombocytopenia	
Thrombocytopenia neonatal	
Thrombocytopenic purpura	
Polycythaemia	
Erythropenia	
Erythropoiesis abnormal	
Reticulocytosis	
Hepatosplenomegaly	
Cystic lymphangioma	
Hilar lymphadenopathy	
Lymph node calcification	
Lymph node pain	
Lymphadenitis	
Lymphangiosis carcinomatosa	
Lymphangitis	
Lymphatic disorder	
Lymphocele	
Lymphorrhoea	
Necrotising granulomatous lymphadenitis	
Retroperitoneal lymphadenopathy	
Hypersplenism	
Spleen congestion	
Splenic embolism	
Splenic haemorrhage	
Splenic infarction	
Splenic injury	
Splenic rupture	
Allergic granulomatous angiitis	
Bronchopulmonary aspergillosis allergic	
Drug rash with eosinophilia and systemic symptoms	
Eosinophilic cellulitis	
Eosinophilic oesophagitis	
Eosinophilic pneumonia	
Eosinophilic pneumonia acute	
Eosinophilic pneumonia chronic	
Gastroenteritis eosinophilic	
Hypereosinophilic syndrome	
Pulmonary eosinophilia	
Acute febrile neutrophilic dermatosis	
Granulocytosis	
Lymphocytosis	
Plasmacytosis	
Agranulocytosis	
Felty's syndrome	
Neutropenic colitis	
Neutropenic infection	
Bone marrow depression	
Hypersensitivity vasculitis	
Pseudo lymphoma	
AV dissociation	Cardiac
Adams-Stokes syndrome	Cardiac
Atrioventricular block	Cardiac
Atrioventricular block complete	Cardiac
Atrioventricular block first degree	Cardiac
Bifascicular block	Cardiac
Bundle branch block	Cardiac
Conduction disorder	Cardiac
Long QT syndrome	Cardiac
Sinoatrial block	Cardiac
Trifascicular block	Cardiac
Wolff-Parkinson-White syndrome	
Bradyarrhythmia	Cardiac
Bradycardia neonatal	
Extrasystoles	Cardiac
Foetal arrhythmia	
Nodal arrhythmia	Cardiac
Nodal rhythm	
Pacemaker complication	
Pacemaker generated arrhythmia	
Tachyarrhythmia	Cardiac
Tachycardia paroxysmal	Cardiac
Arrhythmia supraventricular	Cardiac
Atrial tachycardia	Cardiac
Sick sinus syndrome	Cardiac
Sinus arrest	Cardiac
Supraventricular tachyarrhythmia	Cardiac
Cardiac death	Cardiac
Cardiac fibrillation	Cardiac
Electromechanical dissociation	
Rhythm idioventricular	
Ventricular arrhythmia	Cardiac
Ventricular flutter	Cardiac
Cardiac function disturbance postoperative	
Cardiac procedure complication	
Cardiac ventricular disorder	Cardiac
Complications of transplanted heart	
Heart transplant rejection	
Hyperkinetic heart syndrome	Cardiac
Oedema due to cardiac disease	
Orthostatic intolerance	
Hypertensive heart disease	Cardiac
Dizziness exertional	
Dyspnoea paroxysmal nocturnal	
Laryngeal dyspnoea	
Nocturnal dyspnoea	
Orthopnoea	
Cardiac neoplasm unspecified	Cardiac
Aortic valve calcification	Cardiac
Aortic valve disease	Cardiac
Aortic valve sclerosis	Cardiac
Aortic valve stenosis	Cardiac
Congenital aortic valve incompetence	
Congenital aortic valve stenosis	
Congenital heart valve disorder	
Heart valve stenosis	Cardiac
Mitral valve calcification	Cardiac
Mitral valve hypoplasia	Cardiac
Mitral valve sclerosis	Cardiac
Mitral valve stenosis	Cardiac
Pulmonary valve stenosis	Cardiac
Transposition of the great vessels	
Patent ductus arteriosus	
Congenital cardiovascular anomaly	
Persistent foetal circulation	
Coronary artery aneurysm	
Coronary artery embolism	
Coronary artery restenosis	
Coronary bypass thrombosis	
Haemorrhage coronary artery	
In-stent coronary artery restenosis	
Microvascular angina	
Postinfarction angina	
Prinzmetal angina	
Silent myocardial infarction	Cardiac
Stress cardiomyopathy	
Endocarditis bacterial	
Endocarditis staphylococcal	
Rheumatic fever	
Splinter haemorrhages	
Endocardial disease	
Endocarditis	
Endocarditis noninfective	
Subacute endocarditis	
Hepatojugular reflux	
Localised oedema	
Cardiac failure acute	Cardiac
Cardiac failure chronic	Cardiac
Cardio-respiratory distress	
Cardiogenic shock	Cardiac
Cardiopulmonary failure	
Cardiorenal syndrome	
Low cardiac output syndrome	Cardiac
Ventricular failure	Cardiac
Acute left ventricular failure	Cardiac
Acute pulmonary oedema	Pulmonary
Left ventricular failure	Cardiac
Cor pulmonale	
Cor pulmonale acute	
Right ventricular failure	Cardiac
Congestive cardiomyopathy	Cardiac
Glycogen storage disease type II	
Hypertensive cardiomyopathy	Cardiac
Hypertrophic cardiomyopathy	Cardiac
Restrictive cardiomyopathy	Cardiac
Atrial hypertrophy	Cardiac
Cardiac amyloidosis	Cardiac
Cardiac aneurysm	Cardiac
Cardiac hypertrophy	Cardiac
Dilatation atrial	
Left atrial dilatation	
Left ventricular hypertrophy	Cardiac
Myocardial calcification	Cardiac
Myocardial fibrosis	Cardiac
Myocardial oedema	Cardiac
Myocardial rupture	Cardiac
Myoglobinaemia	
Myoglobinuria	
Ventricular dyskinesia	Cardiac
